日期,委托时间,品种,标的,交易类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,状态,最后更新时间
2024-01-29,11:25:00,股票,中交地产(000736.XSHE),卖,市价单,-15100股,11.66,-176066,-15100股,-,11778,228.89,全部成交,2024-01-29 11:25:00
2024-01-29,14:50:00,股票,上海易连(600836.XSHG),卖,市价单,-32500股,4.56,-148200,-32500股,-,-16575,192.66,全部成交,2024-01-29 14:50:00
2024-01-30,09:30:00,股票,畅联股份(603648.XSHG),买,市价单,10700股,15.04,160928,10700股,-,0,48.28,全部成交,2024-01-30 09:30:00
2024-01-30,09:31:24,股票,中视传媒(600088.XSHG),买,市价单,6800股,23.93,162724,6800股,-,0,48.82,全部成交,2024-01-30 09:31:24
2024-01-31,14:50:00,股票,畅联股份(603648.XSHG),卖,市价单,-10700股,11.07,-118449,-10700股,-,-42479,153.98,全部成交,2024-01-31 14:50:00
2024-02-02,14:50:00,股票,中视传媒(600088.XSHG),卖,市价单,-6800股,26.06,-177208,-6800股,-,14484,230.37,全部成交,2024-02-02 14:50:00
2024-02-08,09:31:15,股票,英洛华(000795.XSHE),买,市价单,28200股,5.24,147768,28200股,-,0,44.33,全部成交,2024-02-08 09:31:15
2024-02-08,09:32:41,股票,盛和资源(600392.XSHG),买,市价单,15400股,9.64,148456,15400股,-,0,44.54,全部成交,2024-02-08 09:32:41
2024-02-19,14:50:00,股票,英洛华(000795.XSHE),卖,市价单,-28200股,5.01,-141282,-28200股,-,-6486,183.67,全部成交,2024-02-19 14:50:00
2024-02-19,14:50:00,股票,盛和资源(600392.XSHG),卖,市价单,-15400股,9.05,-139370,-15400股,-,-9086,181.18,全部成交,2024-02-19 14:50:00
2024-02-20,09:30:01,股票,浙文影业(601599.XSHG),买,市价单,41300股,3.39,140007,41300股,-,0,42,全部成交,2024-02-20 09:30:01
2024-02-20,09:31:02,股票,茶花股份(603615.XSHG),买,市价单,9900股,14.07,139293,9900股,-,0,41.79,全部成交,2024-02-20 09:31:02
2024-02-21,11:25:00,股票,茶花股份(603615.XSHG),卖,市价单,-9900股,14.84,-146916,-9900股,-,7623,190.99,全部成交,2024-02-21 11:25:00
2024-02-22,09:34:49,股票,合力科技(603917.XSHG),买,市价单,10400股,14.12,146848,10400股,-,0,44.05,全部成交,2024-02-22 09:34:49
2024-02-22,11:25:00,股票,浙文影业(601599.XSHG),卖,市价单,-41300股,3.94,-162722,-41300股,-,22715,211.54,全部成交,2024-02-22 11:25:00
2024-02-23,09:30:14,股票,麦迪科技(603990.XSHG),买,市价单,14100股,11.57,163137,14100股,-,0,48.94,全部成交,2024-02-23 09:30:14
2024-02-23,11:25:00,股票,合力科技(603917.XSHG),卖,市价单,-10400股,14.37,-149448,-10400股,-,2600,194.28,全部成交,2024-02-23 11:25:00
2024-02-26,09:43:40,股票,文投控股(600715.XSHG),买,市价单,75300股,1.98,149094,75300股,-,0,44.73,全部成交,2024-02-26 09:43:40
2024-02-26,14:50:00,股票,麦迪科技(603990.XSHG),卖,市价单,-14100股,11.07,-156087,-14100股,-,-7050,202.91,全部成交,2024-02-26 14:50:00
2024-02-27,14:50:00,股票,文投控股(600715.XSHG),卖,市价单,-75300股,1.94,-146082,-75300股,-,-3012,189.91,全部成交,2024-02-27 14:50:00
2024-02-28,09:43:49,股票,中科曙光(603019.XSHG),买,市价单,2900股,50.44,146276,2900股,-,0,43.88,全部成交,2024-02-28 09:43:49
2024-02-29,09:32:00,股票,东方精工(002611.XSHE),买,市价单,21400股,7.27,155578,21400股,-,0,46.67,全部成交,2024-02-29 09:32:00
2024-02-29,14:50:00,股票,中科曙光(603019.XSHG),卖,市价单,-2900股,49.07,-142303,-2900股,-,-3973,184.99,全部成交,2024-02-29 14:50:00
2024-03-01,09:30:02,股票,天元智能(603273.XSHG),买,市价单,5400股,25.98,140292,5400股,-,0,42.09,全部成交,2024-03-01 09:30:02
2024-03-04,11:25:00,股票,东方精工(002611.XSHE),卖,市价单,-21400股,7.31,-156434,-21400股,-,856,203.36,全部成交,2024-03-04 11:25:00
2024-03-04,11:25:00,股票,天元智能(603273.XSHG),卖,市价单,-5400股,26.43,-142722,-5400股,-,2430,185.54,全部成交,2024-03-04 11:25:00
2024-03-05,09:30:09,股票,道明光学(002632.XSHE),买,市价单,18800股,7.97,149836,18800股,-,0,44.95,全部成交,2024-03-05 09:30:09
2024-03-06,09:30:18,股票,福蓉科技(603327.XSHG),买,市价单,8900股,16.75,149075,8900股,-,0,44.72,全部成交,2024-03-06 09:30:18
2024-03-06,11:25:00,股票,道明光学(002632.XSHE),卖,市价单,-18800股,8.48,-159424,-18800股,-,9588,207.25,全部成交,2024-03-06 11:25:00
2024-03-07,09:30:12,股票,金自天正(600560.XSHG),买,市价单,8800股,18.25,160600,8800股,-,0,48.18,全部成交,2024-03-07 09:30:12
2024-03-07,14:50:00,股票,福蓉科技(603327.XSHG),卖,市价单,-8900股,15.29,-136081,-8900股,-,-12994,176.91,全部成交,2024-03-07 14:50:00
2024-03-08,09:30:03,股票,科安达(002972.XSHE),买,市价单,13100股,10.32,135192,13100股,-,0,40.56,全部成交,2024-03-08 09:30:03
2024-03-08,11:25:00,股票,金自天正(600560.XSHG),卖,市价单,-8800股,19.89,-175032,-8800股,-,14432,227.54,全部成交,2024-03-08 11:25:00
2024-03-11,14:50:00,股票,科安达(002972.XSHE),卖,市价单,-13100股,9.43,-123533,-13100股,-,-11659,160.59,全部成交,2024-03-11 14:50:00
2024-03-12,09:30:54,股票,普天科技(002544.XSHE),买,市价单,7600股,19.61,149036,7600股,-,0,44.71,全部成交,2024-03-12 09:30:54
2024-03-12,09:31:30,股票,远程股份(002692.XSHE),买,市价单,35000股,4.28,149800,35000股,-,0,44.94,全部成交,2024-03-12 09:31:30
2024-03-13,14:50:00,股票,远程股份(002692.XSHE),卖,市价单,-35000股,3.85,-134750,-35000股,-,-15050,175.18,全部成交,2024-03-13 14:50:00
2024-03-14,11:25:00,股票,普天科技(002544.XSHE),卖,市价单,-7600股,21.09,-160284,-7600股,-,11248,208.37,全部成交,2024-03-14 11:25:00
2024-03-15,09:30:00,股票,郑中设计(002811.XSHE),买,市价单,19000股,7.72,146680,19000股,-,0,44,全部成交,2024-03-15 09:30:00
2024-03-15,09:30:06,股票,艾艾精工(603580.XSHG),买,市价单,6600股,22.28,147048,6600股,-,0,44.11,全部成交,2024-03-15 09:30:06
2024-03-18,14:50:00,股票,郑中设计(002811.XSHE),卖,市价单,-19000股,7.43,-141170,-19000股,-,-5510,183.52,全部成交,2024-03-18 14:50:00
2024-03-19,09:30:39,股票,声迅股份(003004.XSHE),买,市价单,4800股,29.1,139680,4800股,-,0,41.9,全部成交,2024-03-19 09:30:39
2024-03-20,14:50:00,股票,声迅股份(003004.XSHE),卖,市价单,-4800股,27.77,-133296,-4800股,-,-6384,173.28,全部成交,2024-03-20 14:50:00
2024-03-21,09:31:45,股票,贝瑞基因(000710.XSHE),买,市价单,11300股,11.96,135148,11300股,-,0,40.54,全部成交,2024-03-21 09:31:45
2024-03-21,11:25:00,股票,艾艾精工(603580.XSHG),卖,市价单,-6600股,31.88,-210408,-6600股,-,63360,273.53,全部成交,2024-03-21 11:25:00
2024-03-22,11:25:00,股票,贝瑞基因(000710.XSHE),卖,市价单,-11300股,12.45,-140685,-11300股,-,5537,182.89,全部成交,2024-03-22 11:25:00
2024-03-25,09:30:07,股票,青海华鼎(600243.XSHG),买,市价单,34100股,5.13,174933,34100股,-,0,52.48,全部成交,2024-03-25 09:30:07
2024-03-25,09:32:47,股票,安德利(605198.XSHG),买,市价单,6700股,26.22,175674,6700股,-,0,52.7,全部成交,2024-03-25 09:32:47
2024-03-27,11:25:00,股票,安德利(605198.XSHG),卖,市价单,-6700股,27.11,-181637,-6700股,-,5963,236.13,全部成交,2024-03-27 11:25:00
2024-03-27,14:50:00,股票,青海华鼎(600243.XSHG),卖,市价单,-34100股,5.11,-174251,-34100股,-,-682,226.53,全部成交,2024-03-27 14:50:00
2024-03-29,09:30:06,股票,普路通(002769.XSHE),买,市价单,21200股,8.35,177020,21200股,-,0,53.11,全部成交,2024-03-29 09:30:06
2024-04-01,09:30:01,股票,开创国际(600097.XSHG),买,市价单,17700股,10.03,177531,17700股,-,0,53.26,全部成交,2024-04-01 09:30:01
2024-04-03,11:25:00,股票,普路通(002769.XSHE),卖,市价单,-21200股,9.1,-192920,-21200股,-,15900,250.8,全部成交,2024-04-03 11:25:00
2024-04-03,11:25:00,股票,开创国际(600097.XSHG),卖,市价单,-17700股,11.36,-201072,-17700股,-,23541,261.39,全部成交,2024-04-03 11:25:00
2024-04-09,09:30:05,股票,西昌电力(600505.XSHG),买,市价单,19200股,10.26,196992,19200股,-,0,59.1,全部成交,2024-04-09 09:30:05
2024-04-09,09:30:16,股票,莱绅通灵(603900.XSHG),买,市价单,24000股,8.2,196800,24000股,-,0,59.04,全部成交,2024-04-09 09:30:16
2024-04-10,14:50:00,股票,西昌电力(600505.XSHG),卖,市价单,-19200股,9.15,-175680,-19200股,-,-21312,228.38,全部成交,2024-04-10 14:50:00
2024-04-15,09:31:15,股票,原尚股份(603813.XSHG),买,市价单,10100股,17.24,174124,10100股,-,0,52.24,全部成交,2024-04-15 09:31:15
2024-04-15,11:25:00,股票,莱绅通灵(603900.XSHG),卖,市价单,-24000股,9.83,-235920,-24000股,-,39120,306.7,全部成交,2024-04-15 11:25:00
2024-04-16,14:50:00,股票,原尚股份(603813.XSHG),卖,市价单,-10100股,12.7,-128270,-10100股,-,-45854,166.75,全部成交,2024-04-16 14:50:00
2024-04-18,09:31:33,股票,北方股份(600262.XSHG),买,市价单,10600股,17.22,182532,10600股,-,0,54.76,全部成交,2024-04-18 09:31:33
2024-04-18,09:34:19,股票,睿能科技(603933.XSHG),买,市价单,12700股,14.33,181991,12700股,-,0,54.6,全部成交,2024-04-18 09:34:19
2024-04-19,14:50:00,股票,北方股份(600262.XSHG),卖,市价单,-10600股,16.26,-172356,-10600股,-,-10176,224.06,全部成交,2024-04-19 14:50:00
2024-04-19,14:50:00,股票,睿能科技(603933.XSHG),卖,市价单,-12700股,13.84,-175768,-12700股,-,-6223,228.5,全部成交,2024-04-19 14:50:00
2024-04-23,09:32:21,股票,辉煌科技(002296.XSHE),买,市价单,18000股,9.67,174060,18000股,-,0,52.22,全部成交,2024-04-23 09:32:21
2024-04-24,09:30:01,股票,乐惠国际(603076.XSHG),买,市价单,5500股,31.27,171985,5500股,-,0,51.6,全部成交,2024-04-24 09:30:01
2024-04-24,11:25:00,股票,辉煌科技(002296.XSHE),卖,市价单,-18000股,10.04,-180720,-18000股,-,6660,234.94,全部成交,2024-04-24 11:25:00
2024-04-25,09:30:39,股票,西藏旅游(600749.XSHG),买,市价单,14700股,12.39,182133,14700股,-,0,54.64,全部成交,2024-04-25 09:30:39
2024-04-25,14:50:00,股票,乐惠国际(603076.XSHG),卖,市价单,-5500股,27.43,-150865,-5500股,-,-21120,196.12,全部成交,2024-04-25 14:50:00
2024-04-26,09:37:24,股票,川大智胜(002253.XSHE),买,市价单,12000股,12.53,150360,12000股,-,0,45.11,全部成交,2024-04-26 09:37:24
2024-04-29,11:25:00,股票,西藏旅游(600749.XSHG),卖,市价单,-14700股,13.03,-191541,-14700股,-,9408,249,全部成交,2024-04-29 11:25:00
2024-04-30,09:30:00,股票,京能置业(600791.XSHG),买,市价单,47000股,4.08,191760,47000股,-,0,57.53,全部成交,2024-04-30 09:30:00
2024-04-30,11:25:00,股票,川大智胜(002253.XSHE),卖,市价单,-12000股,12.9,-154800,-12000股,-,4440,201.24,全部成交,2024-04-30 11:25:00
2024-05-06,09:30:31,股票,鲁抗医药(600789.XSHG),买,市价单,19800股,7.82,154836,19800股,-,0,46.45,全部成交,2024-05-06 09:30:31
2024-05-06,11:25:00,股票,京能置业(600791.XSHG),卖,市价单,-47000股,4.14,-194580,-47000股,-,2820,252.95,全部成交,2024-05-06 11:25:00
2024-05-07,11:25:00,股票,鲁抗医药(600789.XSHG),卖,市价单,-19800股,8.1,-160380,-19800股,-,5544,208.49,全部成交,2024-05-07 11:25:00
2024-05-09,09:33:42,股票,蔚蓝生物(603739.XSHG),买,市价单,8700股,20.32,176784,8700股,-,0,53.04,全部成交,2024-05-09 09:33:42
2024-05-10,11:25:00,股票,蔚蓝生物(603739.XSHG),卖,市价单,-8700股,21.51,-187137,-8700股,-,10353,243.28,全部成交,2024-05-10 11:25:00
2024-05-14,09:30:00,股票,声迅股份(003004.XSHE),买,市价单,6600股,27.39,180774,6600股,-,0,54.23,全部成交,2024-05-14 09:30:00
2024-05-14,09:40:24,股票,中通客车(000957.XSHE),买,市价单,16100股,11.38,183218,16100股,-,0,54.97,全部成交,2024-05-14 09:40:24
2024-05-15,11:25:00,股票,中通客车(000957.XSHE),卖,市价单,-16100股,11.7,-188370,-16100股,-,5152,244.88,全部成交,2024-05-15 11:25:00
2024-05-15,14:50:00,股票,声迅股份(003004.XSHE),卖,市价单,-6600股,28.28,-186648,-6600股,-,5874,242.64,全部成交,2024-05-15 14:50:00
2024-05-17,09:30:03,股票,诚邦股份(603316.XSHG),买,市价单,33100股,5.65,187015,33100股,-,0,56.1,全部成交,2024-05-17 09:30:03
2024-05-17,09:30:04,股票,长源东谷(603950.XSHG),买,市价单,11000股,17.03,187330,11000股,-,0,56.2,全部成交,2024-05-17 09:30:04
2024-05-20,14:50:00,股票,诚邦股份(603316.XSHG),卖,市价单,-33100股,4.83,-159873,-33100股,-,-27142,207.83,全部成交,2024-05-20 14:50:00
2024-05-20,14:50:00,股票,长源东谷(603950.XSHG),卖,市价单,-11000股,17.21,-189310,-11000股,-,1980,246.1,全部成交,2024-05-20 14:50:00
2024-05-21,09:33:51,股票,汇绿生态(001267.XSHE),买,市价单,31800股,5.49,174582,31800股,-,0,52.37,全部成交,2024-05-21 09:33:51
2024-05-23,09:30:02,股票,安正时尚(603839.XSHG),买,市价单,25300股,6.88,174064,25300股,-,0,52.22,全部成交,2024-05-23 09:30:02
2024-05-23,11:25:00,股票,汇绿生态(001267.XSHE),卖,市价单,-31800股,5.67,-180306,-31800股,-,5724,234.4,全部成交,2024-05-23 11:25:00
2024-05-24,09:30:03,股票,正虹科技(000702.XSHE),买,市价单,24000股,7.5,180000,24000股,-,0,54,全部成交,2024-05-24 09:30:03
2024-05-24,14:50:00,股票,安正时尚(603839.XSHG),卖,市价单,-25300股,5.53,-139909,-25300股,-,-34155,181.88,全部成交,2024-05-24 14:50:00
2024-05-27,14:50:00,股票,正虹科技(000702.XSHE),卖,市价单,-24000股,7.88,-189120,-24000股,-,9120,245.86,全部成交,2024-05-27 14:50:00
2024-05-28,09:32:24,股票,新中港(605162.XSHG),买,市价单,16500股,9.92,163680,16500股,-,0,49.1,全部成交,2024-05-28 09:32:24
2024-05-29,14:50:00,股票,新中港(605162.XSHG),卖,市价单,-16500股,8.49,-140085,-16500股,-,-23595,182.11,全部成交,2024-05-29 14:50:00
2024-05-30,09:31:31,股票,华钰矿业(601020.XSHG),买,市价单,8100股,18.79,152199,8100股,-,0,45.66,全部成交,2024-05-30 09:31:31
2024-05-31,09:30:11,股票,贵绳股份(600992.XSHG),买,市价单,10200股,14.86,151572,10200股,-,0,45.47,全部成交,2024-05-31 09:30:11
2024-05-31,14:50:00,股票,华钰矿业(601020.XSHG),卖,市价单,-8100股,16.85,-136485,-8100股,-,-15714,177.43,全部成交,2024-05-31 14:50:00
2024-06-03,11:25:00,股票,贵绳股份(600992.XSHG),卖,市价单,-10200股,15.79,-161058,-10200股,-,9486,209.38,全部成交,2024-06-03 11:25:00
2024-06-13,09:31:42,股票,协和电子(605258.XSHG),买,市价单,3200股,45.96,147072,3200股,-,0,44.12,全部成交,2024-06-13 09:31:42
2024-06-14,09:30:02,股票,晨丰科技(603685.XSHG),买,市价单,11700股,12.91,151047,11700股,-,0,45.31,全部成交,2024-06-14 09:30:02
2024-06-14,14:50:00,股票,协和电子(605258.XSHG),卖,市价单,-3200股,35.24,-112768,-3200股,-,-34304,146.6,全部成交,2024-06-14 14:50:00
2024-06-17,09:30:00,股票,东晶电子(002199.XSHE),买,市价单,16300股,6.92,112796,16300股,-,0,33.84,全部成交,2024-06-17 09:30:00
2024-06-17,11:25:00,股票,晨丰科技(603685.XSHG),卖,市价单,-11700股,13.39,-156663,-11700股,-,5616,203.66,全部成交,2024-06-17 11:25:00
2024-06-18,09:31:18,股票,长江通信(600345.XSHG),买,市价单,7000股,22.35,156450,7000股,-,0,46.93,全部成交,2024-06-18 09:31:18
2024-06-20,14:50:00,股票,长江通信(600345.XSHG),卖,市价单,-7000股,22.13,-154910,-7000股,-,-1540,201.38,全部成交,2024-06-20 14:50:00
2024-06-21,09:30:00,股票,力合科创(002243.XSHE),买,市价单,24000股,6.44,154560,24000股,-,0,46.37,全部成交,2024-06-21 09:30:00
2024-06-21,11:25:00,股票,东晶电子(002199.XSHE),卖,市价单,-16300股,9.24,-150612,-16300股,-,37816,195.8,全部成交,2024-06-21 11:25:00
2024-06-24,14:50:00,股票,力合科创(002243.XSHE),卖,市价单,-24000股,5.81,-139440,-24000股,-,-15120,181.27,全部成交,2024-06-24 14:50:00
2024-07-02,09:30:05,股票,华阳新材(600281.XSHG),买,市价单,45800股,3.16,144728,45800股,-,0,43.42,全部成交,2024-07-02 09:30:05
2024-07-03,09:30:03,股票,东方集团(600811.XSHG),买,市价单,190900股,0.76,145084,190900股,-,0,43.53,全部成交,2024-07-03 09:30:03
2024-07-03,14:50:00,股票,华阳新材(600281.XSHG),卖,市价单,-45800股,2.72,-124576,-45800股,-,-20152,161.95,全部成交,2024-07-03 14:50:00
2024-07-08,11:25:00,股票,东方集团(600811.XSHG),卖,市价单,-190900股,0.91,-173719,-190900股,-,28635,225.83,全部成交,2024-07-08 11:25:00
2024-07-11,09:33:46,股票,盛屯矿业(600711.XSHG),买,市价单,29000股,5.12,148480,29000股,-,0,44.54,全部成交,2024-07-11 09:33:46
2024-07-12,09:30:09,股票,海印股份(000861.XSHE),买,市价单,165900股,0.9,149310,165900股,-,0,44.79,全部成交,2024-07-12 09:30:09
2024-07-12,11:25:00,股票,盛屯矿业(600711.XSHG),卖,市价单,-29000股,5.33,-154570,-29000股,-,6090,200.94,全部成交,2024-07-12 11:25:00
2024-07-15,09:30:21,股票,珠江钢琴(002678.XSHE),买,市价单,34800股,4.43,154164,34800股,-,0,46.25,全部成交,2024-07-15 09:30:21
2024-07-15,11:25:00,股票,海印股份(000861.XSHE),卖,市价单,-165900股,0.97,-160923,-165900股,-,11613,209.2,全部成交,2024-07-15 11:25:00
2024-07-16,09:30:03,股票,如意集团(002193.XSHE),买,市价单,46400股,3.46,160544,46400股,-,0,48.16,全部成交,2024-07-16 09:30:03
2024-07-16,14:50:00,股票,珠江钢琴(002678.XSHE),卖,市价单,-34800股,4,-139200,-34800股,-,-14964,180.96,全部成交,2024-07-16 14:50:00
2024-07-17,09:30:38,股票,锦江在线(600650.XSHG),买,市价单,10100股,13.77,139077,10100股,-,0,41.72,全部成交,2024-07-17 09:30:38
2024-07-17,14:50:00,股票,如意集团(002193.XSHE),卖,市价单,-46400股,3.04,-141056,-46400股,-,-19488,183.37,全部成交,2024-07-17 14:50:00
2024-07-18,09:30:08,股票,复旦复华(600624.XSHG),买,市价单,40800股,3.45,140760,40800股,-,0,42.23,全部成交,2024-07-18 09:30:08
2024-07-18,14:50:00,股票,锦江在线(600650.XSHG),卖,市价单,-10100股,12.57,-126957,-10100股,-,-12120,165.04,全部成交,2024-07-18 14:50:00
2024-07-19,11:25:00,股票,复旦复华(600624.XSHG),卖,市价单,-40800股,3.61,-147288,-40800股,-,6528,191.47,全部成交,2024-07-19 11:25:00
2024-07-24,09:30:00,股票,勘设股份(603458.XSHG),买,市价单,23700股,5.78,136986,23700股,-,0,41.1,全部成交,2024-07-24 09:30:00
2024-07-24,09:30:00,股票,塞力医疗(603716.XSHG),买,市价单,21100股,6.48,136728,21100股,-,0,41.02,全部成交,2024-07-24 09:30:00
2024-07-25,14:50:00,股票,勘设股份(603458.XSHG),卖,市价单,-23700股,5.2,-123240,-23700股,-,-13746,160.21,全部成交,2024-07-25 14:50:00
2024-07-25,14:50:00,股票,塞力医疗(603716.XSHG),卖,市价单,-21100股,6.11,-128921,-21100股,-,-7807,167.6,全部成交,2024-07-25 14:50:00
2024-07-26,09:50:26,股票,国中水务(600187.XSHG),买,市价单,51000股,2.47,125970,51000股,-,0,37.79,全部成交,2024-07-26 09:50:26
2024-07-29,09:30:12,股票,大众公用(600635.XSHG),买,市价单,32500股,3.88,126100,32500股,-,0,37.83,全部成交,2024-07-29 09:30:12
2024-07-31,11:25:00,股票,国中水务(600187.XSHG),卖,市价单,-51000股,3.07,-156570,-51000股,-,30600,203.54,全部成交,2024-07-31 11:25:00
2024-07-31,11:25:00,股票,大众公用(600635.XSHG),卖,市价单,-32500股,4.04,-131300,-32500股,-,5200,170.69,全部成交,2024-07-31 11:25:00
2024-08-02,09:30:25,股票,航天晨光(600501.XSHG),买,市价单,6200股,23.06,142972,6200股,-,0,42.89,全部成交,2024-08-02 09:30:25
2024-08-05,09:30:12,股票,中公教育(002607.XSHE),买,市价单,65900股,2.19,144321,65900股,-,0,43.3,全部成交,2024-08-05 09:30:12
2024-08-05,11:25:00,股票,航天晨光(600501.XSHG),卖,市价单,-6200股,24.34,-150908,-6200股,-,7936,196.18,全部成交,2024-08-05 11:25:00
2024-08-06,09:30:00,股票,大连友谊(000679.XSHE),买,市价单,40000股,3.77,150800,40000股,-,0,45.24,全部成交,2024-08-06 09:30:00
2024-08-06,11:25:00,股票,中公教育(002607.XSHE),卖,市价单,-65900股,2.42,-159478,-65900股,-,15157,207.32,全部成交,2024-08-06 11:25:00
2024-08-07,09:30:19,股票,国机通用(600444.XSHG),买,市价单,9800股,16.15,158270,9800股,-,0,47.48,全部成交,2024-08-07 09:30:19
2024-08-07,14:50:00,股票,大连友谊(000679.XSHE),卖,市价单,-40000股,3.41,-136400,-40000股,-,-14400,177.32,全部成交,2024-08-07 14:50:00
2024-08-08,09:30:00,股票,长江通信(600345.XSHG),买,市价单,6900股,19.65,135585,6900股,-,0,40.68,全部成交,2024-08-08 09:30:00
2024-08-08,14:50:00,股票,国机通用(600444.XSHG),卖,市价单,-9800股,12.84,-125832,-9800股,-,-32438,163.58,全部成交,2024-08-08 14:50:00
2024-08-09,14:50:00,股票,长江通信(600345.XSHG),卖,市价单,-6900股,17.45,-120405,-6900股,-,-15180,156.53,全部成交,2024-08-09 14:50:00
2024-08-13,09:31:03,股票,华塑控股(000509.XSHE),买,市价单,34900股,3.54,123546,34900股,-,0,37.06,全部成交,2024-08-13 09:31:03
2024-08-14,14:50:00,股票,华塑控股(000509.XSHE),卖,市价单,-34900股,3.25,-113425,-34900股,-,-10121,147.45,全部成交,2024-08-14 14:50:00
2024-08-15,09:30:21,股票,瀛通通讯(002861.XSHE),买,市价单,10700股,11.04,118128,10700股,-,0,35.44,全部成交,2024-08-15 09:30:21
2024-08-16,14:50:00,股票,瀛通通讯(002861.XSHE),卖,市价单,-10700股,10.37,-110959,-10700股,-,-7169,144.25,全部成交,2024-08-16 14:50:00
2024-08-21,09:30:06,股票,深圳华强(000062.XSHE),买,市价单,8100股,14.03,113643,8100股,-,0,34.09,全部成交,2024-08-21 09:30:06
2024-08-22,09:30:03,股票,雷柏科技(002577.XSHE),买,市价单,7200股,15.95,114840,7200股,-,0,34.45,全部成交,2024-08-22 09:30:03
2024-08-23,14:50:00,股票,雷柏科技(002577.XSHE),卖,市价单,-7200股,14.49,-104328,-7200股,-,-10512,135.63,全部成交,2024-08-23 14:50:00
2024-08-26,09:31:39,股票,西部创业(000557.XSHE),买,市价单,21800股,4.83,105294,21800股,-,0,31.59,全部成交,2024-08-26 09:31:39
