日期,委托时间,品种,标的,交易类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,状态,最后更新时间
2024-08-27,14:50:00,股票,深圳华强(000062.XSHE),卖,市价单,-8100股,20.53,-166293,-8100股,-,52650,216.18,全部成交,2024-08-27 14:50:00
2024-08-27,14:50:00,股票,西部创业(000557.XSHE),卖,市价单,-21800股,4.49,-97882,-21800股,-,-7412,127.25,全部成交,2024-08-27 14:50:00
2024-08-29,09:53:03,股票,锡装股份(001332.XSHE),买,市价单,5200股,25.2,131040,5200股,-,0,39.31,全部成交,2024-08-29 09:53:03
2024-08-30,09:30:00,股票,哈森股份(603958.XSHG),买,市价单,13000股,10.15,131950,13000股,-,0,39.58,全部成交,2024-08-30 09:30:00
2024-08-30,11:25:00,股票,锡装股份(001332.XSHE),卖,市价单,-5200股,26.16,-136032,-5200股,-,4992,176.84,全部成交,2024-08-30 11:25:00
2024-09-02,09:32:42,股票,深圳华强(000062.XSHE),买,市价单,4800股,28.33,135984,4800股,-,0,40.8,全部成交,2024-09-02 09:32:42
2024-09-02,14:50:00,股票,哈森股份(603958.XSHG),卖,市价单,-13000股,8.94,-116220,-13000股,-,-15730,151.09,全部成交,2024-09-02 14:50:00
2024-09-03,11:25:00,股票,深圳华强(000062.XSHE),卖,市价单,-4800股,30.75,-147600,-4800股,-,11616,191.88,全部成交,2024-09-03 11:25:00
2024-09-04,09:30:01,股票,老百姓(603883.XSHG),买,市价单,8900股,14.81,131809,8900股,-,0,39.54,全部成交,2024-09-04 09:30:01
2024-09-05,09:30:53,股票,科森科技(603626.XSHG),买,市价单,11000股,11.99,131890,11000股,-,0,39.57,全部成交,2024-09-05 09:30:53
2024-09-09,11:25:00,股票,科森科技(603626.XSHG),卖,市价单,-11000股,12.3,-135300,-11000股,-,3410,175.89,全部成交,2024-09-09 11:25:00
2024-09-10,09:31:12,股票,国中水务(600187.XSHG),买,市价单,48200股,2.81,135442,48200股,-,0,40.63,全部成交,2024-09-10 09:31:12
2024-09-10,11:25:00,股票,老百姓(603883.XSHG),卖,市价单,-8900股,17.74,-157886,-8900股,-,26077,205.25,全部成交,2024-09-10 11:25:00
2024-09-11,14:50:00,股票,国中水务(600187.XSHG),卖,市价单,-48200股,2.8,-134960,-48200股,-,-482,175.45,全部成交,2024-09-11 14:50:00
