日期,委托时间,品种,标的,交易类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,状态,最后更新时间
2025-01-21,14:50:00,股票,澳弘电子(605058.XSHG),卖,市价单,-1100股,24.15,-26565,-1100股,-,649,34.53,全部成交,2025-01-21 14:50:00
2025-01-22,14:50:00,股票,润都股份(002923.XSHE),卖,市价单,-3800股,10.72,-40736,-3800股,-,-5244,52.96,全部成交,2025-01-22 14:50:00
2025-01-23,09:30:18,股票,新炬网络(605398.XSHG),买,市价单,1400股,23.07,32298,1400股,-,0,9.69,全部成交,2025-01-23 09:30:18
2025-01-24,09:30:39,股票,南兴股份(002757.XSHE),买,市价单,2000股,16.95,33900,2000股,-,0,10.17,全部成交,2025-01-24 09:30:39
2025-01-27,11:25:00,股票,南兴股份(002757.XSHE),卖,市价单,-2000股,17.09,-34180,-2000股,-,280,44.43,全部成交,2025-01-27 11:25:00
2025-02-06,10:11:30,股票,拓维信息(002261.XSHE),买,市价单,1700股,20.43,34731,1700股,-,0,10.42,全部成交,2025-02-06 10:11:30
2025-02-13,11:25:00,股票,新炬网络(605398.XSHG),卖,市价单,-1400股,51.37,-71918,-1400股,-,39620,93.49,全部成交,2025-02-13 11:25:00
2025-02-13,11:25:00,股票,拓维信息(002261.XSHE),卖,市价单,-1700股,31.8,-54060,-1700股,-,19329,70.28,全部成交,2025-02-13 11:25:00
2025-02-14,09:30:12,股票,梦网科技(002123.XSHE),买,市价单,2700股,22.86,61722,2700股,-,0,18.52,全部成交,2025-02-14 09:30:12
2025-02-14,09:34:42,股票,居然智家(000785.XSHE),买,市价单,11600股,5.53,64148,11600股,-,0,19.24,全部成交,2025-02-14 09:34:42
2025-02-17,14:50:00,股票,梦网科技(002123.XSHE),卖,市价单,-2700股,20.57,-55539,-2700股,-,-6183,72.2,全部成交,2025-02-17 14:50:00
2025-02-17,14:50:00,股票,居然智家(000785.XSHE),卖,市价单,-11600股,5.01,-58116,-11600股,-,-6032,75.55,全部成交,2025-02-17 14:50:00
2025-02-18,09:30:00,股票,泰豪科技(600590.XSHG),买,市价单,8500股,6.7,56950,8500股,-,0,17.08,全部成交,2025-02-18 09:30:00
2025-02-18,09:31:30,股票,四川金顶(600678.XSHG),买,市价单,7200股,7.9,56880,7200股,-,0,17.06,全部成交,2025-02-18 09:31:30
2025-02-21,11:25:00,股票,四川金顶(600678.XSHG),卖,市价单,-7200股,9.9,-71280,-7200股,-,14400,92.66,全部成交,2025-02-21 11:25:00
2025-02-24,09:40:51,股票,润建股份(002929.XSHE),买,市价单,900股,75.28,67752,900股,-,0,20.33,全部成交,2025-02-24 09:40:51
2025-02-25,11:25:00,股票,泰豪科技(600590.XSHG),卖,市价单,-8500股,9.54,-81090,-8500股,-,24140,105.42,全部成交,2025-02-25 11:25:00
2025-02-25,14:50:00,股票,润建股份(002929.XSHE),卖,市价单,-900股,63.86,-57474,-900股,-,-10278,74.72,全部成交,2025-02-25 14:50:00
2025-02-26,09:33:02,股票,雪龙集团(603949.XSHG),买,市价单,4500股,15.73,70785,4500股,-,0,21.24,全部成交,2025-02-26 09:33:02
2025-02-27,09:30:02,股票,康欣新材(600076.XSHG),买,市价单,28500股,2.49,70965,28500股,-,0,21.29,全部成交,2025-02-27 09:30:02
2025-02-28,11:25:00,股票,雪龙集团(603949.XSHG),卖,市价单,-4500股,18.17,-81765,-4500股,-,10980,106.29,全部成交,2025-02-28 11:25:00
2025-02-28,11:25:00,股票,康欣新材(600076.XSHG),卖,市价单,-28500股,2.6,-74100,-28500股,-,3135,96.33,全部成交,2025-02-28 11:25:00
2025-03-03,09:30:01,股票,宁波建工(601789.XSHG),买,市价单,11500股,6.74,77510,11500股,-,0,23.25,全部成交,2025-03-03 09:30:01
2025-03-04,14:50:00,股票,宁波建工(601789.XSHG),卖,市价单,-11500股,6.29,-72335,-11500股,-,-5175,94.04,全部成交,2025-03-04 14:50:00
2025-03-06,09:30:36,股票,三维通信(002115.XSHE),买,市价单,8500股,8.83,75055,8500股,-,0,22.52,全部成交,2025-03-06 09:30:36
2025-03-07,11:25:00,股票,三维通信(002115.XSHE),卖,市价单,-8500股,8.86,-75310,-8500股,-,255,97.9,全部成交,2025-03-07 11:25:00
2025-03-10,09:30:00,股票,罗平锌电(002114.XSHE),买,市价单,9600股,7.83,75168,9600股,-,0,22.55,全部成交,2025-03-10 09:30:00
2025-03-10,09:30:00,股票,悦心健康(002162.XSHE),买,市价单,15700股,4.78,75046,15700股,-,0,22.51,全部成交,2025-03-10 09:30:00
2025-03-11,14:50:00,股票,罗平锌电(002114.XSHE),卖,市价单,-9600股,7.72,-74112,-9600股,-,-1056,96.35,全部成交,2025-03-11 14:50:00
2025-03-11,14:50:00,股票,悦心健康(002162.XSHE),卖,市价单,-15700股,4.59,-72063,-15700股,-,-2983,93.68,全部成交,2025-03-11 14:50:00
2025-03-12,10:04:44,股票,塞力医疗(603716.XSHG),买,市价单,5500股,13.29,73095,5500股,-,0,21.93,全部成交,2025-03-12 10:04:44
2025-03-13,11:25:00,股票,塞力医疗(603716.XSHG),卖,市价单,-5500股,14.14,-77770,-5500股,-,4675,101.1,全部成交,2025-03-13 11:25:00
2025-03-14,09:30:01,股票,宝钛股份(600456.XSHG),买,市价单,2000股,36.15,72300,2000股,-,0,21.69,全部成交,2025-03-14 09:30:01
2025-03-14,09:34:09,股票,大有能源(600403.XSHG),买,市价单,21200股,3.7,78440,21200股,-,0,23.53,全部成交,2025-03-14 09:34:09
2025-03-17,11:25:00,股票,宝钛股份(600456.XSHG),卖,市价单,-2000股,36.17,-72340,-2000股,-,40,94.04,全部成交,2025-03-17 11:25:00
2025-03-17,11:25:00,股票,大有能源(600403.XSHG),卖,市价单,-21200股,3.78,-80136,-21200股,-,1696,104.18,全部成交,2025-03-17 11:25:00
2025-03-18,09:30:01,股票,中毅达(600610.XSHG),买,市价单,11600股,6.56,76096,11600股,-,0,22.83,全部成交,2025-03-18 09:30:01
2025-03-18,09:30:42,股票,神开股份(002278.XSHE),买,市价单,9000股,8.48,76320,9000股,-,0,22.9,全部成交,2025-03-18 09:30:42
2025-03-19,11:25:00,股票,中毅达(600610.XSHG),卖,市价单,-11600股,6.64,-77024,-11600股,-,928,100.13,全部成交,2025-03-19 11:25:00
2025-03-20,09:30:21,股票,阳光乳业(001318.XSHE),买,市价单,4100股,18.32,75112,4100股,-,0,22.53,全部成交,2025-03-20 09:30:21
2025-03-21,14:50:00,股票,阳光乳业(001318.XSHE),卖,市价单,-4100股,15.75,-64575,-4100股,-,-10537,83.95,全部成交,2025-03-21 14:50:00
2025-03-24,09:30:33,股票,南方路机(603280.XSHG),买,市价单,2100股,30.8,64680,2100股,-,0,19.4,全部成交,2025-03-24 09:30:33
2025-03-24,11:25:00,股票,神开股份(002278.XSHE),卖,市价单,-9000股,10.26,-92340,-9000股,-,16020,120.04,全部成交,2025-03-24 11:25:00
2025-03-25,09:36:27,股票,天和磁材(603072.XSHG),买,市价单,1900股,49.34,93746,1900股,-,0,28.12,全部成交,2025-03-25 09:36:27
2025-03-25,14:50:00,股票,南方路机(603280.XSHG),卖,市价单,-2100股,28.67,-60207,-2100股,-,-4473,78.27,全部成交,2025-03-25 14:50:00
2025-03-26,09:30:01,股票,中源家居(603709.XSHG),买,市价单,4300股,13.81,59383,4300股,-,0,17.81,全部成交,2025-03-26 09:30:01
2025-03-26,14:50:00,股票,天和磁材(603072.XSHG),卖,市价单,-1900股,50.37,-95703,-1900股,-,1957,124.41,全部成交,2025-03-26 14:50:00
2025-03-27,09:43:27,股票,合金投资(000633.XSHE),买,市价单,16200股,5.92,95904,16200股,-,0,28.77,全部成交,2025-03-27 09:43:27
2025-03-27,14:50:00,股票,中源家居(603709.XSHG),卖,市价单,-4300股,10.8,-46440,-4300股,-,-12943,60.37,全部成交,2025-03-27 14:50:00
2025-03-28,11:25:00,股票,合金投资(000633.XSHE),卖,市价单,-16200股,6.06,-98172,-16200股,-,2268,127.62,全部成交,2025-03-28 11:25:00
2025-04-01,09:30:03,股票,光华股份(001333.XSHE),买,市价单,2400股,29.02,69648,2400股,-,0,20.89,全部成交,2025-04-01 09:30:03
2025-04-02,09:32:39,股票,亚邦股份(603188.XSHG),买,市价单,18200股,4.12,74984,18200股,-,0,22.5,全部成交,2025-04-02 09:32:39
2025-04-02,14:50:00,股票,光华股份(001333.XSHE),卖,市价单,-2400股,26.12,-62688,-2400股,-,-6960,81.49,全部成交,2025-04-02 14:50:00
2025-04-03,11:25:00,股票,亚邦股份(603188.XSHG),卖,市价单,-18200股,4.18,-76076,-18200股,-,1092,98.9,全部成交,2025-04-03 11:25:00
2025-04-09,09:31:37,股票,爱丽家居(603221.XSHG),买,市价单,4900股,13.95,68355,4900股,-,0,20.51,全部成交,2025-04-09 09:31:37
2025-04-10,09:30:42,股票,铖昌科技(001270.XSHE),买,市价单,2100股,32.86,69006,2100股,-,0,20.7,全部成交,2025-04-10 09:30:42
2025-04-10,14:50:00,股票,爱丽家居(603221.XSHG),卖,市价单,-4900股,13.27,-65023,-4900股,-,-3332,84.53,全部成交,2025-04-10 14:50:00
2025-04-11,09:40:03,股票,石英股份(603688.XSHG),买,市价单,1500股,42.39,63585,1500股,-,0,19.08,全部成交,2025-04-11 09:40:03
2025-04-11,11:25:00,股票,铖昌科技(001270.XSHE),卖,市价单,-2100股,33.26,-69846,-2100股,-,840,90.8,全部成交,2025-04-11 11:25:00
2025-04-14,11:25:00,股票,石英股份(603688.XSHG),卖,市价单,-1500股,42.47,-63705,-1500股,-,120,82.82,全部成交,2025-04-14 11:25:00
2025-04-15,09:30:18,股票,泰慕士(001234.XSHE),买,市价单,2900股,23.22,67338,2900股,-,0,20.2,全部成交,2025-04-15 09:30:18
2025-04-15,10:20:23,股票,两面针(600249.XSHG),买,市价单,10200股,6.69,68238,10200股,-,0,20.47,全部成交,2025-04-15 10:20:23
2025-04-17,11:25:00,股票,两面针(600249.XSHG),卖,市价单,-10200股,7.25,-73950,-10200股,-,5712,96.14,全部成交,2025-04-17 11:25:00
2025-04-18,09:30:17,股票,国光连锁(605188.XSHG),买,市价单,5300股,13.78,73034,5300股,-,0,21.91,全部成交,2025-04-18 09:30:17
2025-04-18,11:25:00,股票,泰慕士(001234.XSHE),卖,市价单,-2900股,28.16,-81664,-2900股,-,14326,106.16,全部成交,2025-04-18 11:25:00
2025-04-21,09:30:16,股票,百大集团(600865.XSHG),买,市价单,7300股,11.29,82417,7300股,-,0,24.73,全部成交,2025-04-21 09:30:16
2025-04-21,11:25:00,股票,国光连锁(605188.XSHG),卖,市价单,-5300股,14.86,-78758,-5300股,-,5724,102.39,全部成交,2025-04-21 11:25:00
2025-04-22,09:30:00,股票,青岛金王(002094.XSHE),买,市价单,9700股,8.13,78861,9700股,-,0,23.66,全部成交,2025-04-22 09:30:00
2025-04-23,11:25:00,股票,百大集团(600865.XSHG),卖,市价单,-7300股,11.56,-84388,-7300股,-,1971,109.7,全部成交,2025-04-23 11:25:00
2025-04-24,11:25:00,股票,青岛金王(002094.XSHE),卖,市价单,-9700股,9.29,-90113,-9700股,-,11252,117.15,全部成交,2025-04-24 11:25:00
2025-04-25,09:30:12,股票,永安药业(002365.XSHE),买,市价单,6400股,13.62,87168,6400股,-,0,26.15,全部成交,2025-04-25 09:30:12
2025-04-25,09:35:59,股票,西昌电力(600505.XSHG),买,市价单,4500股,19.01,85545,4500股,-,0,25.66,全部成交,2025-04-25 09:35:59
2025-04-28,11:25:00,股票,西昌电力(600505.XSHG),卖,市价单,-4500股,19.76,-88920,-4500股,-,3375,115.6,全部成交,2025-04-28 11:25:00
2025-04-29,09:31:33,股票,鸿博股份(002229.XSHE),买,市价单,6200股,14.44,89528,6200股,-,0,26.86,全部成交,2025-04-29 09:31:33
2025-04-29,14:50:00,股票,永安药业(002365.XSHE),卖,市价单,-6400股,14.27,-91328,-6400股,-,4160,118.73,全部成交,2025-04-29 14:50:00
2025-05-06,09:30:00,股票,兴民智通(002355.XSHE),买,市价单,13300股,6.88,91504,13300股,-,0,27.45,全部成交,2025-05-06 09:30:00
2025-05-06,11:25:00,股票,鸿博股份(002229.XSHE),卖,市价单,-6200股,16.96,-105152,-6200股,-,15624,136.7,全部成交,2025-05-06 11:25:00
2025-05-07,09:30:00,股票,达华智能(002512.XSHE),买,市价单,21100股,4.99,105289,21100股,-,0,31.59,全部成交,2025-05-07 09:30:00
2025-05-07,11:25:00,股票,兴民智通(002355.XSHE),卖,市价单,-13300股,7.35,-97755,-13300股,-,6251,127.08,全部成交,2025-05-07 11:25:00
2025-05-08,09:30:54,股票,中超控股(002471.XSHE),买,市价单,25000股,3.91,97750,25000股,-,0,29.32,全部成交,2025-05-08 09:30:54
2025-05-08,14:50:00,股票,达华智能(002512.XSHE),卖,市价单,-21100股,4.66,-98326,-21100股,-,-6963,127.82,全部成交,2025-05-08 14:50:00
2025-05-09,11:25:00,股票,中超控股(002471.XSHE),卖,市价单,-25000股,3.99,-99750,-25000股,-,2000,129.68,全部成交,2025-05-09 11:25:00
2025-05-12,09:30:02,股票,迎丰股份(605055.XSHG),买,市价单,14100股,6.99,98559,14100股,-,0,29.57,全部成交,2025-05-12 09:30:02
2025-05-12,09:30:51,股票,成飞集成(002190.XSHE),买,市价单,4000股,24.51,98040,4000股,-,0,29.41,全部成交,2025-05-12 09:30:51
2025-05-14,11:25:00,股票,迎丰股份(605055.XSHG),卖,市价单,-14100股,7.39,-104199,-14100股,-,5640,135.46,全部成交,2025-05-14 11:25:00
2025-05-19,09:30:01,股票,安源煤业(600397.XSHG),买,市价单,17100股,6.15,105165,17100股,-,0,31.55,全部成交,2025-05-19 09:30:01
2025-05-20,11:25:00,股票,成飞集成(002190.XSHE),卖,市价单,-4000股,41.47,-165880,-4000股,-,67840,215.64,全部成交,2025-05-20 11:25:00
2025-05-20,14:50:00,股票,安源煤业(600397.XSHG),卖,市价单,-17100股,5.88,-100548,-17100股,-,-4617,130.71,全部成交,2025-05-20 14:50:00
2025-05-21,09:36:02,股票,保变电气(600550.XSHG),买,市价单,12800股,10.35,132480,12800股,-,0,39.74,全部成交,2025-05-21 09:36:02
2025-05-22,14:50:00,股票,保变电气(600550.XSHG),卖,市价单,-12800股,8.83,-113024,-12800股,-,-19456,146.93,全部成交,2025-05-22 14:50:00
2025-05-23,09:31:36,股票,中超控股(002471.XSHE),买,市价单,26400股,4.66,123024,26400股,-,0,36.91,全部成交,2025-05-23 09:31:36
2025-05-26,09:31:06,股票,融发核电(002366.XSHE),买,市价单,19900股,6.18,122982,19900股,-,0,36.89,全部成交,2025-05-26 09:31:06
2025-05-28,11:25:00,股票,中超控股(002471.XSHE),卖,市价单,-26400股,5.55,-146520,-26400股,-,23496,190.48,全部成交,2025-05-28 11:25:00
2025-05-29,11:25:00,股票,融发核电(002366.XSHE),卖,市价单,-19900股,7.81,-155419,-19900股,-,32437,202.04,全部成交,2025-05-29 11:25:00
2025-05-30,09:30:06,股票,劲旅环境(001230.XSHE),买,市价单,5300股,28.1,148930,5300股,-,0,44.68,全部成交,2025-05-30 09:30:06
2025-06-03,09:32:51,股票,万邦德(002082.XSHE),买,市价单,22200股,6.88,152736,22200股,-,0,45.82,全部成交,2025-06-03 09:32:51
2025-06-03,14:50:00,股票,劲旅环境(001230.XSHE),卖,市价单,-5300股,22.77,-120681,-5300股,-,-28249,156.89,全部成交,2025-06-03 14:50:00
2025-06-04,09:30:02,股票,乐惠国际(603076.XSHG),买,市价单,3300股,36.3,119790,3300股,-,0,35.94,全部成交,2025-06-04 09:30:02
2025-06-04,11:25:00,股票,万邦德(002082.XSHE),卖,市价单,-22200股,7.23,-160506,-22200股,-,7770,208.66,全部成交,2025-06-04 11:25:00
2025-06-05,09:30:02,股票,重庆建工(600939.XSHG),买,市价单,46600股,3.46,161236,46600股,-,0,48.37,全部成交,2025-06-05 09:30:02
2025-06-05,11:25:00,股票,乐惠国际(603076.XSHG),卖,市价单,-3300股,37,-122100,-3300股,-,2310,158.73,全部成交,2025-06-05 11:25:00
2025-06-09,09:30:03,股票,石基信息(002153.XSHE),买,市价单,12300股,9.9,121770,12300股,-,0,36.53,全部成交,2025-06-09 09:30:03
2025-06-09,11:25:00,股票,重庆建工(600939.XSHG),卖,市价单,-46600股,3.48,-162168,-46600股,-,932,210.82,全部成交,2025-06-09 11:25:00
2025-06-10,09:38:54,股票,联化科技(002250.XSHE),买,市价单,10400股,15.44,160576,10400股,-,0,48.17,全部成交,2025-06-10 09:38:54
2025-06-10,14:50:00,股票,石基信息(002153.XSHE),卖,市价单,-12300股,8.84,-108732,-12300股,-,-13038,141.35,全部成交,2025-06-10 14:50:00
2025-06-11,09:30:36,股票,昂利康(002940.XSHE),买,市价单,4200股,26.11,109662,4200股,-,0,32.9,全部成交,2025-06-11 09:30:36
2025-06-11,14:50:00,股票,联化科技(002250.XSHE),卖,市价单,-10400股,13.32,-138528,-10400股,-,-22048,180.09,全部成交,2025-06-11 14:50:00
2025-06-12,09:30:24,股票,西上海(605151.XSHG),买,市价单,6500股,21.25,138125,6500股,-,0,41.44,全部成交,2025-06-12 09:30:24
2025-06-12,11:25:00,股票,昂利康(002940.XSHE),卖,市价单,-4200股,26.58,-111636,-4200股,-,1974,145.13,全部成交,2025-06-12 11:25:00
2025-06-13,09:30:03,股票,恒邦股份(002237.XSHE),买,市价单,8100股,13.7,110970,8100股,-,0,33.29,全部成交,2025-06-13 09:30:03
2025-06-13,14:50:00,股票,西上海(605151.XSHG),卖,市价单,-6500股,19.3,-125450,-6500股,-,-12675,163.08,全部成交,2025-06-13 14:50:00
2025-06-16,09:30:33,股票,大洋生物(003017.XSHE),买,市价单,4200股,29.93,125706,4200股,-,0,37.71,全部成交,2025-06-16 09:30:33
2025-06-16,14:50:00,股票,恒邦股份(002237.XSHE),卖,市价单,-8100股,12.34,-99954,-8100股,-,-11016,129.94,全部成交,2025-06-16 14:50:00
2025-06-17,14:50:00,股票,大洋生物(003017.XSHE),卖,市价单,-4200股,28.17,-118314,-4200股,-,-7392,153.81,全部成交,2025-06-17 14:50:00
2025-06-18,09:30:03,股票,红太阳(000525.XSHE),买,市价单,11000股,9.93,109230,11000股,-,0,32.77,全部成交,2025-06-18 09:30:03
2025-06-18,09:30:54,股票,协鑫能科(002015.XSHE),买,市价单,8400股,12.96,108864,8400股,-,0,32.66,全部成交,2025-06-18 09:30:54
2025-06-19,14:50:00,股票,红太阳(000525.XSHE),卖,市价单,-11000股,7.89,-86790,-11000股,-,-22440,112.83,全部成交,2025-06-19 14:50:00
2025-06-19,14:50:00,股票,协鑫能科(002015.XSHE),卖,市价单,-8400股,11.66,-97944,-8400股,-,-10920,127.33,全部成交,2025-06-19 14:50:00
2025-06-23,09:30:03,股票,茂化实华(000637.XSHE),买,市价单,17300股,5.32,92036,17300股,-,0,27.61,全部成交,2025-06-23 09:30:03
2025-06-23,09:31:57,股票,山东墨龙(002490.XSHE),买,市价单,12000股,7.68,92160,12000股,-,0,27.65,全部成交,2025-06-23 09:31:57
2025-06-24,14:50:00,股票,茂化实华(000637.XSHE),卖,市价单,-17300股,4.82,-83386,-17300股,-,-8650,108.4,全部成交,2025-06-24 14:50:00
2025-06-24,14:50:00,股票,山东墨龙(002490.XSHE),卖,市价单,-12000股,6.95,-83400,-12000股,-,-8760,108.42,全部成交,2025-06-24 14:50:00
2025-06-25,09:31:15,股票,合力泰(002217.XSHE),买,市价单,32600股,2.56,83456,32600股,-,0,25.04,全部成交,2025-06-25 09:31:15
2025-06-26,09:31:15,股票,大东南(002263.XSHE),买,市价单,24600股,3.39,83394,24600股,-,0,25.02,全部成交,2025-06-26 09:31:15
2025-06-27,11:25:00,股票,合力泰(002217.XSHE),卖,市价单,-32600股,2.84,-92584,-32600股,-,9128,120.36,全部成交,2025-06-27 11:25:00
2025-07-01,09:30:06,股票,雪迪龙(002658.XSHE),买,市价单,10700股,8.61,92127,10700股,-,0,27.64,全部成交,2025-07-01 09:30:06
2025-07-01,11:25:00,股票,大东南(002263.XSHE),卖,市价单,-24600股,4.28,-105288,-24600股,-,21894,136.87,全部成交,2025-07-01 11:25:00
2025-07-02,09:30:36,股票,诚邦股份(603316.XSHG),买,市价单,9700股,10.88,105536,9700股,-,0,31.66,全部成交,2025-07-02 09:30:36
2025-07-04,11:25:00,股票,雪迪龙(002658.XSHE),卖,市价单,-10700股,10.55,-112885,-10700股,-,20758,146.75,全部成交,2025-07-04 11:25:00
2025-07-04,11:25:00,股票,诚邦股份(603316.XSHG),卖,市价单,-9700股,12.05,-116885,-9700股,-,11349,151.95,全部成交,2025-07-04 11:25:00
2025-07-07,09:30:02,股票,新中港(605162.XSHG),买,市价单,12200股,9.39,114558,12200股,-,0,34.37,全部成交,2025-07-07 09:30:02
2025-07-08,09:41:06,股票,渝开发(000514.XSHE),买,市价单,20300股,5.66,114898,20300股,-,0,34.47,全部成交,2025-07-08 09:41:06
2025-07-09,11:25:00,股票,新中港(605162.XSHG),卖,市价单,-12200股,10.55,-128710,-12200股,-,14152,167.32,全部成交,2025-07-09 11:25:00
2025-07-09,11:25:00,股票,渝开发(000514.XSHE),卖,市价单,-20300股,5.78,-117334,-20300股,-,2436,152.53,全部成交,2025-07-09 11:25:00
2025-07-10,09:30:00,股票,华媒控股(000607.XSHE),买,市价单,20400股,6,122400,20400股,-,0,36.72,全部成交,2025-07-10 09:30:00
2025-07-10,09:30:03,股票,金时科技(002951.XSHE),买,市价单,6500股,18.98,123370,6500股,-,0,37.01,全部成交,2025-07-10 09:30:03
2025-07-11,14:50:00,股票,金时科技(002951.XSHE),卖,市价单,-6500股,16.72,-108680,-6500股,-,-14690,141.28,全部成交,2025-07-11 14:50:00
2025-07-14,14:50:00,股票,华媒控股(000607.XSHE),卖,市价单,-20400股,6.12,-124848,-20400股,-,2448,162.3,全部成交,2025-07-14 14:50:00
2025-07-16,09:30:06,股票,中新集团(601512.XSHG),买,市价单,12800股,9.08,116224,12800股,-,0,34.87,全部成交,2025-07-16 09:30:06
2025-07-16,09:36:00,股票,中电港(001287.XSHE),买,市价单,5200股,22.29,115908,5200股,-,0,34.77,全部成交,2025-07-16 09:36:00
2025-07-17,11:25:00,股票,中电港(001287.XSHE),卖,市价单,-5200股,22.68,-117936,-5200股,-,2028,153.32,全部成交,2025-07-17 11:25:00
2025-07-17,14:50:00,股票,中新集团(601512.XSHG),卖,市价单,-12800股,8.47,-108416,-12800股,-,-7808,140.94,全部成交,2025-07-17 14:50:00
2025-07-18,09:30:00,股票,建设工业(002265.XSHE),买,市价单,3300股,33.62,110946,3300股,-,0,33.28,全部成交,2025-07-18 09:30:00
2025-07-18,09:30:23,股票,海星股份(603115.XSHG),买,市价单,5900股,19.64,115876,5900股,-,0,34.76,全部成交,2025-07-18 09:30:23
2025-07-21,14:50:00,股票,海星股份(603115.XSHG),卖,市价单,-5900股,17.81,-105079,-5900股,-,-10797,136.6,全部成交,2025-07-21 14:50:00
2025-07-22,09:30:02,股票,西藏旅游(600749.XSHG),买,市价单,7200股,14.46,104112,7200股,-,0,31.23,全部成交,2025-07-22 09:30:02
2025-07-22,11:25:00,股票,建设工业(002265.XSHE),卖,市价单,-3300股,39.82,-131406,-3300股,-,20460,170.83,全部成交,2025-07-22 11:25:00
2025-07-23,09:30:00,股票,西子洁能(002534.XSHE),买,市价单,8600股,15.33,131838,8600股,-,0,39.55,全部成交,2025-07-23 09:30:00
2025-07-24,14:50:00,股票,西子洁能(002534.XSHE),卖,市价单,-8600股,13.14,-113004,-8600股,-,-18834,146.91,全部成交,2025-07-24 14:50:00
2025-07-31,09:30:00,股票,英维克(002837.XSHE),买,市价单,2800股,40.21,112588,2800股,-,0,33.78,全部成交,2025-07-31 09:30:00
2025-08-01,11:25:00,股票,西藏旅游(600749.XSHG),卖,市价单,-7200股,25.62,-184464,-7200股,-,80352,239.8,全部成交,2025-08-01 11:25:00
2025-08-01,11:25:00,股票,英维克(002837.XSHE),卖,市价单,-2800股,42,-117600,-2800股,-,5012,152.88,全部成交,2025-08-01 11:25:00
2025-08-04,09:30:06,股票,新天药业(002873.XSHE),买,市价单,11400股,13.16,150024,11400股,-,0,45.01,全部成交,2025-08-04 09:30:06
2025-08-05,09:30:01,股票,福日电子(600203.XSHG),买,市价单,11700股,12.9,150930,11700股,-,0,45.28,全部成交,2025-08-05 09:30:01
2025-08-05,14:50:00,股票,新天药业(002873.XSHE),卖,市价单,-11400股,11.72,-133608,-11400股,-,-16416,173.69,全部成交,2025-08-05 14:50:00
2025-08-06,11:25:00,股票,福日电子(600203.XSHG),卖,市价单,-11700股,13.58,-158886,-11700股,-,7956,206.55,全部成交,2025-08-06 11:25:00
2025-08-11,09:30:34,股票,新疆火炬(603080.XSHG),买,市价单,6000股,24.3,145800,6000股,-,0,43.74,全部成交,2025-08-11 09:30:34
2025-08-11,09:37:50,股票,吉视传媒(601929.XSHG),买,市价单,49800股,2.96,147408,49800股,-,0,44.22,全部成交,2025-08-11 09:37:50
2025-08-13,11:25:00,股票,新疆火炬(603080.XSHG),卖,市价单,-6000股,25.57,-153420,-6000股,-,7620,199.45,全部成交,2025-08-13 11:25:00
2025-08-14,09:30:33,股票,多伦科技(603528.XSHG),买,市价单,14100股,10.8,152280,14100股,-,0,45.68,全部成交,2025-08-14 09:30:33
