日期,委托时间,品种,标的,交易类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,状态,最后更新时间
2024-02-22,09:25:00,股票,平煤股份(601666.XSHG),买,市价单,1100股,11.46,12606,1100股,-,0,5,全部成交,2024-02-22 09:30:00
2024-02-26,09:25:00,股票,海信视像(600060.XSHG),卖,市价单,-500股,22.18,-11090,-500股,-,515,16.09,全部成交,2024-02-26 09:30:00
2024-02-27,09:25:00,股票,恒逸石化(000703.XSHE),卖,市价单,-1900股,6.66,-12654,-1900股,-,-380,17.65,全部成交,2024-02-27 09:30:00
2024-02-27,09:25:00,股票,网宿科技(300017.XSHE),买,市价单,1400股,8.44,11816,1400股,-,0,5,全部成交,2024-02-27 09:30:00
2024-03-01,09:25:00,股票,光迅科技(002281.XSHE),买,市价单,400股,29.96,11984,400股,-,0,5,全部成交,2024-03-01 09:30:00
2024-03-07,09:25:00,股票,光迅科技(002281.XSHE),卖,市价单,-400股,36.92,-14768,-400股,-,2784,19.77,全部成交,2024-03-07 09:30:00
2024-03-08,09:25:00,股票,高德红外(002414.XSHE),买,市价单,2300股,6.44,14812,2300股,-,0,5,全部成交,2024-03-08 09:30:00
2024-03-12,09:25:00,股票,高德红外(002414.XSHE),卖,市价单,-2300股,8.24,-18952,-2300股,-,4140,24.64,全部成交,2024-03-12 09:30:00
2024-03-13,09:25:00,股票,平煤股份(601666.XSHG),卖,市价单,-1100股,11.16,-12276,-1100股,-,-330,17.28,全部成交,2024-03-13 09:30:00
2024-03-13,09:25:00,股票,景嘉微(300474.XSHE),买,市价单,100股,86.82,8682,100股,-,0,5,全部成交,2024-03-13 09:30:00
2024-03-14,09:25:00,股票,科伦药业(002422.XSHE),买,市价单,500股,28.96,14480,500股,-,0,5,全部成交,2024-03-14 09:30:00
2024-03-18,09:25:00,股票,网宿科技(300017.XSHE),卖,市价单,-1400股,9.64,-13496,-1400股,-,1680,18.5,全部成交,2024-03-18 09:30:00
2024-03-19,09:25:00,股票,东阳光(600673.XSHG),买,市价单,2000股,7.92,15840,2000股,-,0,5,全部成交,2024-03-19 09:30:00
2024-03-25,09:25:00,股票,景嘉微(300474.XSHE),卖,市价单,-100股,80.32,-8032,-100股,-,-650,13.03,全部成交,2024-03-25 09:30:00
2024-03-27,09:25:00,股票,科伦药业(002422.XSHE),卖,市价单,-500股,28.38,-14190,-500股,-,-290,19.19,全部成交,2024-03-27 09:30:00
2024-03-27,09:25:00,股票,东阳光(600673.XSHG),卖,市价单,-2000股,8.41,-16820,-2000股,-,980,21.87,全部成交,2024-03-27 09:30:00
2024-03-29,09:25:00,股票,赤峰黄金(600988.XSHG),买,市价单,1000股,15.16,15160,1000股,-,0,5,全部成交,2024-03-29 09:30:00
2024-03-29,09:25:00,股票,银泰黄金(000975.XSHE),买,市价单,900股,16.76,15084,900股,-,0,5,全部成交,2024-03-29 09:30:00
2024-03-29,09:25:00,股票,海油发展(600968.XSHG),买,市价单,4900股,3.22,15778,4900股,-,0,5,全部成交,2024-03-29 09:30:00
2024-04-02,09:25:00,股票,赤峰黄金(600988.XSHG),卖,市价单,-1000股,17.08,-17080,-1000股,-,1920,22.2,全部成交,2024-04-02 09:30:00
2024-04-03,09:25:00,股票,神火股份(000933.XSHE),买,市价单,800股,18.9,15120,800股,-,0,5,全部成交,2024-04-03 09:30:00
2024-04-08,09:25:00,股票,海油发展(600968.XSHG),卖,市价单,-4900股,3.48,-17052,-4900股,-,1274,22.17,全部成交,2024-04-08 09:30:00
2024-04-09,09:25:00,股票,当升科技(300073.XSHE),买,市价单,300股,43.9,13170,300股,-,0,5,全部成交,2024-04-09 09:30:00
2024-04-10,09:25:00,股票,银泰黄金(000975.XSHE),卖,市价单,-900股,18.23,-16407,-900股,-,1323,21.41,全部成交,2024-04-10 09:30:00
2024-04-10,09:25:00,股票,神火股份(000933.XSHE),卖,市价单,-800股,20.16,-16128,-800股,-,1008,21.13,全部成交,2024-04-10 09:30:00
2024-04-10,09:25:00,股票,当升科技(300073.XSHE),卖,市价单,-300股,49.1,-14730,-300股,-,1560,19.73,全部成交,2024-04-10 09:30:00
2024-04-12,09:25:00,股票,赤峰黄金(600988.XSHG),买,市价单,900股,19.72,17748,900股,-,0,5.32,全部成交,2024-04-12 09:30:00
2024-04-15,09:25:00,股票,电投能源(002128.XSHE),买,市价单,1000股,17.45,17450,1000股,-,0,5.24,全部成交,2024-04-15 09:30:00
2024-04-15,09:25:00,股票,浙江鼎力(603338.XSHG),买,市价单,200股,61.21,12242,200股,-,0,5,全部成交,2024-04-15 09:30:00
2024-04-16,09:25:00,股票,赤峰黄金(600988.XSHG),卖,市价单,-900股,20.17,-18153,-900股,-,405,23.6,全部成交,2024-04-16 09:30:00
2024-04-16,09:25:00,股票,电投能源(002128.XSHE),卖,市价单,-1000股,18.37,-18370,-1000股,-,920,23.88,全部成交,2024-04-16 09:30:00
2024-04-16,09:25:00,股票,浙江鼎力(603338.XSHG),卖,市价单,-200股,65.88,-13176,-200股,-,934,18.18,全部成交,2024-04-16 09:30:00
2024-04-17,09:25:00,股票,浙江鼎力(603338.XSHG),买,市价单,200股,63.42,12684,200股,-,0,5,全部成交,2024-04-17 09:30:00
2024-04-18,09:25:00,股票,远兴能源(000683.XSHE),买,市价单,3100股,6.16,19096,3100股,-,0,5.73,全部成交,2024-04-18 09:30:00
2024-04-19,09:25:00,股票,浙江鼎力(603338.XSHG),卖,市价单,-200股,66.46,-13292,-200股,-,608,18.29,全部成交,2024-04-19 09:30:00
2024-04-19,09:25:00,股票,远兴能源(000683.XSHE),卖,市价单,-3100股,6.2,-19220,-3100股,-,124,24.99,全部成交,2024-04-19 09:30:00
2024-04-19,09:25:00,股票,海油发展(600968.XSHG),买,市价单,4500股,3.96,17820,4500股,-,0,5.35,全部成交,2024-04-19 09:30:00
2024-04-22,09:25:00,股票,海油发展(600968.XSHG),卖,市价单,-4500股,4.32,-19440,-4500股,-,1620,25.27,全部成交,2024-04-22 09:30:00
2024-04-26,09:25:00,股票,英科医疗(300677.XSHE),买,市价单,700股,25.04,17528,700股,-,0,5.26,全部成交,2024-04-26 09:30:00
2024-04-29,09:25:00,股票,伟明环保(603568.XSHG),买,市价单,900股,20.11,18099,900股,-,0,5.43,全部成交,2024-04-29 09:30:00
2024-04-30,09:25:00,股票,常熟银行(601128.XSHG),买,市价单,3300股,5.88,19404,3300股,-,0,5.82,全部成交,2024-04-30 09:30:00
2024-05-15,09:25:00,股票,英科医疗(300677.XSHE),卖,市价单,-700股,25.88,-18116,-700股,-,588,23.55,全部成交,2024-05-15 09:30:00
2024-05-15,09:25:00,股票,伟明环保(603568.XSHG),卖,市价单,-900股,21.1,-18990,-900股,-,891,24.69,全部成交,2024-05-15 09:30:00
2024-05-15,09:25:00,股票,常熟银行(601128.XSHG),卖,市价单,-0股,--,0,-3300股,-,-0,0,已撤单,2024-05-15 09:25:00
2024-05-15,09:25:00,股票,常熟银行(601128.XSHG),卖,市价单,-3300股,6.44,-21252,-3300股,-,1848,27.63,全部成交,2024-05-15 09:30:00
2024-05-16,09:25:00,股票,三棵树(603737.XSHG),买,市价单,600股,28.64,17184,600股,-,0,5.16,全部成交,2024-05-16 09:30:00
2024-05-17,09:25:00,股票,帝尔激光(300776.XSHE),买,市价单,400股,45.26,18104,400股,-,0,5.43,全部成交,2024-05-17 09:30:00
2024-05-17,09:25:00,股票,韵达股份(002120.XSHE),买,市价单,2400股,8.1,19440,2400股,-,0,5.83,全部成交,2024-05-17 09:30:00
2024-05-20,09:25:00,股票,三棵树(603737.XSHG),卖,市价单,-600股,33.6,-20160,-600股,-,2976,26.21,全部成交,2024-05-20 09:30:00
2024-05-20,09:25:00,股票,帝尔激光(300776.XSHE),卖,市价单,-400股,56.7,-22680,-400股,-,4576,29.48,全部成交,2024-05-20 09:30:00
2024-05-21,09:25:00,股票,韵达股份(002120.XSHE),卖,市价单,-2400股,8.74,-20976,-2400股,-,1536,27.27,全部成交,2024-05-21 09:30:00
2024-05-24,09:25:00,股票,电投产融(000958.XSHE),买,市价单,5400股,4.14,22356,5400股,-,0,6.71,全部成交,2024-05-24 09:30:00
2024-05-27,09:25:00,股票,电投产融(000958.XSHE),卖,市价单,-5400股,4.48,-24192,-5400股,-,1836,31.45,全部成交,2024-05-27 09:30:00
2024-06-03,09:25:00,股票,永辉超市(601933.XSHG),买,市价单,8400股,2.64,22176,8400股,-,0,6.65,全部成交,2024-06-03 09:30:00
2024-06-04,09:25:00,股票,永辉超市(601933.XSHG),卖,市价单,-8400股,2.9,-24360,-8400股,-,2184,31.67,全部成交,2024-06-04 09:30:00
2024-06-04,09:25:00,股票,许继电气(000400.XSHE),买,市价单,700股,29.86,20902,700股,-,0,6.27,全部成交,2024-06-04 09:30:00
2024-06-05,09:25:00,股票,许继电气(000400.XSHE),卖,市价单,-700股,31.74,-22218,-700股,-,1316,28.88,全部成交,2024-06-05 09:30:00
2024-06-05,09:25:00,股票,北方导航(600435.XSHG),买,市价单,2400股,9.75,23400,2400股,-,0,7.02,全部成交,2024-06-05 09:30:00
2024-06-06,09:25:00,股票,北方导航(600435.XSHG),卖,市价单,-2400股,10.26,-24624,-2400股,-,1224,32.01,全部成交,2024-06-06 09:30:00
2024-06-07,09:25:00,股票,陕西能源(001286.XSHE),买,市价单,2300股,10.38,23874,2300股,-,0,7.16,全部成交,2024-06-07 09:30:00
2024-06-11,09:25:00,股票,陕西能源(001286.XSHE),卖,市价单,-2300股,10.92,-25116,-2300股,-,1242,32.65,全部成交,2024-06-11 09:30:00
2024-06-20,09:25:00,股票,坤彩科技(603826.XSHG),买,市价单,700股,31.98,22386,700股,-,0,6.72,全部成交,2024-06-20 09:30:00
2024-06-21,09:25:00,股票,坤彩科技(603826.XSHG),卖,市价单,-700股,34.78,-24346,-700股,-,1960,31.65,全部成交,2024-06-21 09:30:00
2024-06-21,09:25:00,股票,景旺电子(603228.XSHG),买,市价单,900股,25.24,22716,900股,-,0,6.81,全部成交,2024-06-21 09:30:00
2024-06-24,09:25:00,股票,景旺电子(603228.XSHG),卖,市价单,-900股,28.74,-25866,-900股,-,3150,33.63,全部成交,2024-06-24 09:30:00
2024-07-10,09:25:00,股票,东山精密(002384.XSHE),买,市价单,1000股,24.5,24500,1000股,-,0,7.35,全部成交,2024-07-10 09:30:00
2024-07-11,09:25:00,股票,东山精密(002384.XSHE),卖,市价单,-1000股,25.88,-25880,-1000股,-,1380,33.64,全部成交,2024-07-11 09:30:00
2024-07-11,09:25:00,股票,水晶光电(002273.XSHE),买,市价单,1300股,18.62,24206,1300股,-,0,7.26,全部成交,2024-07-11 09:30:00
2024-07-12,09:25:00,股票,水晶光电(002273.XSHE),卖,市价单,-1300股,20.14,-26182,-1300股,-,1976,34.04,全部成交,2024-07-12 09:30:00
2024-07-12,09:25:00,股票,锦浪科技(300763.XSHE),买,市价单,400股,54.16,21664,400股,-,0,6.5,全部成交,2024-07-12 09:30:00
2024-07-15,09:25:00,股票,锦浪科技(300763.XSHE),卖,市价单,-400股,57.4,-22960,-400股,-,1296,29.85,全部成交,2024-07-15 09:30:00
2024-07-18,09:25:00,股票,安井食品(603345.XSHG),买,市价单,300股,70.77,21231,300股,-,0,6.37,全部成交,2024-07-18 09:30:00
2024-07-19,09:25:00,股票,安井食品(603345.XSHG),卖,市价单,-300股,75.1,-22530,-300股,-,1299,29.29,全部成交,2024-07-19 09:30:00
2024-07-26,09:25:00,股票,洪都航空(600316.XSHG),买,市价单,1500股,16.99,25485,1500股,-,0,7.65,全部成交,2024-07-26 09:30:00
2024-07-26,09:25:00,股票,金风科技(002202.XSHE),买,市价单,3600股,7.52,27072,3600股,-,0,8.12,全部成交,2024-07-26 09:30:00
2024-07-29,09:25:00,股票,洪都航空(600316.XSHG),卖,市价单,-1500股,19.74,-29610,-1500股,-,4125,38.49,全部成交,2024-07-29 09:30:00
2024-07-29,09:25:00,股票,金风科技(002202.XSHE),卖,市价单,-3600股,7.98,-28728,-3600股,-,1656,37.35,全部成交,2024-07-29 09:30:00
2024-07-30,09:25:00,股票,洪都航空(600316.XSHG),买,市价单,1300股,21.4,27820,1300股,-,0,8.35,全部成交,2024-07-30 09:30:00
2024-07-30,09:25:00,股票,中国卫星(600118.XSHG),买,市价单,1300股,21.74,28262,1300股,-,0,8.48,全部成交,2024-07-30 09:30:00
2024-07-31,09:25:00,股票,洪都航空(600316.XSHG),卖,市价单,-1300股,21.78,-28314,-1300股,-,494,36.81,全部成交,2024-07-31 09:30:00
2024-07-31,09:25:00,股票,中国卫星(600118.XSHG),卖,市价单,-1300股,23.08,-30004,-1300股,-,1742,39.01,全部成交,2024-07-31 09:30:00
2024-07-31,09:25:00,股票,国海证券(000750.XSHE),买,市价单,10200股,2.92,29784,10200股,-,0,8.94,全部成交,2024-07-31 09:30:00
2024-08-01,09:25:00,股票,国海证券(000750.XSHE),卖,市价单,-10200股,3.06,-31212,-10200股,-,1428,40.58,全部成交,2024-08-01 09:30:00
2024-08-02,09:25:00,股票,中国卫星(600118.XSHG),买,市价单,1200股,23.44,28128,1200股,-,0,8.44,全部成交,2024-08-02 09:30:00
2024-08-02,09:25:00,股票,中公教育(002607.XSHE),买,市价单,15900股,1.84,29256,15900股,-,0,8.78,全部成交,2024-08-02 09:30:00
2024-08-05,09:25:00,股票,中国卫星(600118.XSHG),卖,市价单,-1200股,23.98,-28776,-1200股,-,648,37.41,全部成交,2024-08-05 09:30:00
2024-08-05,09:25:00,股票,中公教育(002607.XSHE),卖,市价单,-15900股,2.18,-34662,-15900股,-,5406,45.06,全部成交,2024-08-05 09:30:00
2024-08-07,09:25:00,股票,中公教育(002607.XSHE),买,市价单,12600股,2.55,32130,12600股,-,0,9.64,全部成交,2024-08-07 09:30:00
2024-08-08,09:25:00,股票,中公教育(002607.XSHE),卖,市价单,-0股,--,0,-12600股,-,-0,0,已撤单,2024-08-08 09:30:00
2024-08-09,09:25:00,股票,中公教育(002607.XSHE),卖,市价单,-0股,--,0,-12600股,-,-0,0,已撤单,2024-08-09 09:25:00
2024-08-09,09:25:00,股票,中公教育(002607.XSHE),卖,市价单,-12600股,2.44,-30744,-12600股,-,-1386,39.97,全部成交,2024-08-09 09:30:00
2024-08-09,09:25:00,股票,永泰能源(600157.XSHG),买,市价单,26600股,1.3,34580,26600股,-,0,10.37,全部成交,2024-08-09 09:30:00
2024-08-12,09:25:00,股票,永泰能源(600157.XSHG),卖,市价单,-0股,--,0,-26600股,-,-0,0,已撤单,2024-08-12 09:25:00
2024-08-12,09:25:00,股票,永泰能源(600157.XSHG),卖,市价单,-26600股,1.22,-32452,-26600股,-,-2128,42.19,全部成交,2024-08-12 09:30:00
2024-08-22,09:25:00,股票,鹏辉能源(300438.XSHE),买,市价单,1300股,21.98,28574,1300股,-,0,8.57,全部成交,2024-08-22 09:30:00
2024-08-23,09:25:00,股票,鹏辉能源(300438.XSHE),卖,市价单,-1300股,24,-31200,-1300股,-,2626,40.56,全部成交,2024-08-23 09:30:00
2024-08-26,09:25:00,股票,鹏辉能源(300438.XSHE),买,市价单,1200股,23.36,28032,1200股,-,0,8.41,全部成交,2024-08-26 09:30:00
2024-08-27,09:25:00,股票,鹏辉能源(300438.XSHE),卖,市价单,-1200股,25.32,-30384,-1200股,-,2352,39.5,全部成交,2024-08-27 09:30:00
2024-09-03,09:25:00,股票,湖南裕能(301358.XSHE),买,市价单,1200股,26.3,31560,1200股,-,0,9.47,全部成交,2024-09-03 09:30:00
2024-09-04,09:25:00,股票,湖南裕能(301358.XSHE),卖,市价单,-1200股,28.22,-33864,-1200股,-,2304,44.02,全部成交,2024-09-04 09:30:00
2024-09-04,09:25:00,股票,老百姓(603883.XSHG),买,市价单,2400股,14.23,34152,2400股,-,0,10.25,全部成交,2024-09-04 09:30:00
2024-09-05,09:25:00,股票,老百姓(603883.XSHG),卖,市价单,-2400股,15.77,-37848,-2400股,-,3696,49.2,全部成交,2024-09-05 09:30:00
2024-09-10,09:25:00,股票,光启技术(002625.XSHE),买,市价单,1900股,17.58,33402,1900股,-,0,10.02,全部成交,2024-09-10 09:30:00
2024-09-11,09:25:00,股票,光启技术(002625.XSHE),卖,市价单,-1900股,18.85,-35815,-1900股,-,2413,46.56,全部成交,2024-09-11 09:30:00
