日期,委托时间,品种,标的,交易类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,状态,最后更新时间
2024-02-26,10:35:00,基金,50ETF(510050.XSHG),卖,市价单,-11700股,2.444,-28594.8,-11700股,-,-81.9,5,全部成交,2024-02-26 10:35:00
2024-02-26,10:35:05,基金,资源ETF(510410.XSHG),买,市价单,24900股,1.156,28784.4,24900股,-,0,5,全部成交,2024-02-26 10:35:05
2024-03-05,09:40:02,股票,名雕股份(002830.XSHE),买,市价单,900股,10.31,9279,900股,-,0,5,全部成交,2024-03-05 09:40:02
2024-03-05,09:40:02,股票,精艺股份(002295.XSHE),买,市价单,1700股,5.5,9350,1700股,-,0,5,全部成交,2024-03-05 09:40:02
2024-03-05,09:40:02,股票,登云股份(002715.XSHE),买,市价单,900股,10.11,9099,900股,-,0,5,全部成交,2024-03-05 09:40:02
2024-03-06,10:35:00,基金,资源ETF(510410.XSHG),卖,市价单,-24900股,1.195,-29755.5,-24900股,-,971.1,5,全部成交,2024-03-06 10:35:00
2024-03-06,10:35:05,基金,半导体(512480.XSHG),买,市价单,39700股,0.73,28981,39700股,-,0,5,全部成交,2024-03-06 10:35:05
2024-03-11,10:35:00,基金,半导体(512480.XSHG),卖,市价单,-39700股,0.736,-29219.2,-39700股,-,238.2,5,全部成交,2024-03-11 10:35:00
2024-03-11,10:35:05,基金,资源ETF(510410.XSHG),买,市价单,25400股,1.198,30429.2,25400股,-,0,5,全部成交,2024-03-11 10:35:05
2024-03-12,09:40:00,股票,名雕股份(002830.XSHE),卖,市价单,-900股,11.07,-9963,-900股,-,684,9.98,全部成交,2024-03-12 09:40:00
2024-03-12,10:35:00,基金,资源ETF(510410.XSHG),卖,市价单,-25400股,1.178,-29921.2,-25400股,-,-508,5,全部成交,2024-03-12 10:35:00
2024-03-12,10:35:05,基金,金融科技ETF(159851.XSHE),买,市价单,31700股,0.97,30749,31700股,-,0,5,全部成交,2024-03-12 10:35:05
2024-03-12,14:00:00,股票,登云股份(002715.XSHE),卖,市价单,-900股,12.34,-11106,-900股,-,2007,10.55,全部成交,2024-03-12 14:00:00
2024-03-15,10:35:00,基金,金融科技ETF(159851.XSHE),卖,市价单,-31700股,0.958,-30368.6,-31700股,-,-380.4,5,全部成交,2024-03-15 10:35:00
2024-03-15,10:35:05,基金,半导体(512480.XSHG),买,市价单,41800股,0.732,30597.6,41800股,-,0,5,全部成交,2024-03-15 10:35:05
2024-03-19,09:40:02,股票,名雕股份(002830.XSHE),买,市价单,800股,11.49,9192,800股,-,0,5,全部成交,2024-03-19 09:40:02
2024-03-19,09:40:02,股票,中设股份(002883.XSHE),买,市价单,1000股,10.07,10070,1000股,-,0,5,全部成交,2024-03-19 09:40:02
2024-03-20,10:35:00,基金,半导体(512480.XSHG),卖,市价单,-41800股,0.75,-31350,-41800股,-,752.4,5,全部成交,2024-03-20 10:35:00
2024-03-20,10:35:05,基金,新能源车龙头ETF(159637.XSHE),买,市价单,55400股,0.569,31522.6,55400股,-,0,5,全部成交,2024-03-20 10:35:05
2024-03-21,10:35:00,基金,新能源车龙头ETF(159637.XSHE),卖,市价单,-55400股,0.566,-31356.4,-55400股,-,-166.2,5,全部成交,2024-03-21 10:35:00
2024-03-21,10:35:05,基金,豆粕ETF(159985.XSHE),买,市价单,14200股,2.233,31708.6,14200股,-,0,5,全部成交,2024-03-21 10:35:05
2024-03-21,14:00:00,股票,精艺股份(002295.XSHE),卖,市价单,-1700股,6.89,-11713,-1700股,-,2363,10.86,全部成交,2024-03-21 14:00:00
2024-03-26,09:40:02,股票,大洋生物(003017.XSHE),买,市价单,300股,18.5,5550,300股,-,0,5,全部成交,2024-03-26 09:40:02
2024-03-26,09:40:02,股票,精艺股份(002295.XSHE),买,市价单,900股,6.27,5643,900股,-,0,5,全部成交,2024-03-26 09:40:02
2024-03-29,10:35:00,基金,豆粕ETF(159985.XSHE),卖,市价单,-14200股,2.126,-30189.2,-14200股,-,-1519.4,5,全部成交,2024-03-29 10:35:00
2024-03-29,10:35:05,基金,南方原油(501018.XSHG),买,市价单,23800股,1.307,31106.6,23800股,-,0,5,全部成交,2024-03-29 10:35:05
2024-04-01,10:35:00,基金,南方原油(501018.XSHG),卖,市价单,-23800股,1.308,-31130.4,-23800股,-,23.8,5,全部成交,2024-04-01 10:35:00
2024-04-01,10:35:05,基金,黄金ETF(518880.XSHG),买,市价单,6100股,5.146,31390.6,6100股,-,0,5,全部成交,2024-04-01 10:35:05
2024-04-01,14:50:00,股票,名雕股份(002830.XSHE),卖,市价单,-800股,11.89,-9512,-800股,-,320,9.76,全部成交,2024-04-01 14:50:00
2024-04-01,14:50:00,股票,中设股份(002883.XSHE),卖,市价单,-1000股,10.55,-10550,-1000股,-,480,10.28,全部成交,2024-04-01 14:50:00
2024-04-01,14:50:00,股票,大洋生物(003017.XSHE),卖,市价单,-300股,19.22,-5766,-300股,-,216,7.88,全部成交,2024-04-01 14:50:00
2024-04-01,14:50:00,股票,精艺股份(002295.XSHE),卖,市价单,-900股,7.17,-6453,-900股,-,810,8.23,全部成交,2024-04-01 14:50:00
2024-04-02,09:40:02,基金,银行ETF(512800.XSHG),买,市价单,26900股,1.18,31742,26900股,-,0,5,全部成交,2024-04-02 09:40:02
2024-04-15,10:35:00,基金,黄金ETF(518880.XSHG),卖,市价单,-6100股,5.424,-33086.4,-6100股,-,1695.8,5,全部成交,2024-04-15 10:35:00
2024-04-15,10:35:05,基金,南方原油(501018.XSHG),买,市价单,24100股,1.354,32631.4,24100股,-,0,5,全部成交,2024-04-15 10:35:05
2024-04-16,10:35:00,基金,南方原油(501018.XSHG),卖,市价单,-24100股,1.376,-33161.6,-24100股,-,530.2,5,全部成交,2024-04-16 10:35:00
2024-04-16,10:35:05,基金,资源ETF(510410.XSHG),买,市价单,25100股,1.312,32931.2,25100股,-,0,5,全部成交,2024-04-16 10:35:05
2024-04-17,10:00:00,基金,银行ETF(512800.XSHG),卖,市价单,-26900股,1.178,-31688.2,-26900股,-,-53.8,5,全部成交,2024-04-17 10:00:00
2024-04-19,10:35:00,基金,资源ETF(510410.XSHG),卖,市价单,-25100股,1.336,-33533.6,-25100股,-,602.4,5,全部成交,2024-04-19 10:35:00
2024-04-19,10:35:05,基金,黄金ETF(518880.XSHG),买,市价单,6000股,5.518,33108,6000股,-,0,5,全部成交,2024-04-19 10:35:05
2024-04-23,09:40:02,基金,银行ETF(512800.XSHG),买,市价单,27000股,1.198,32346,27000股,-,0,5,全部成交,2024-04-23 09:40:02
2024-04-30,10:35:00,基金,黄金ETF(518880.XSHG),卖,市价单,-6000股,5.286,-31716,-6000股,-,-1392,5,全部成交,2024-04-30 10:35:00
2024-04-30,10:35:05,基金,恒生股息(513690.XSHG),买,市价单,41000股,0.794,32554,41000股,-,0,5,全部成交,2024-04-30 10:35:05
2024-05-07,09:40:00,基金,银行ETF(512800.XSHG),卖,市价单,-27000股,1.213,-32751,-27000股,-,405,5,全部成交,2024-05-07 09:40:00
2024-05-07,09:40:02,股票,美芝股份(002856.XSHE),买,市价单,1400股,7.85,10990,1400股,-,0,5,全部成交,2024-05-07 09:40:02
2024-05-07,09:40:02,股票,华斯股份(002494.XSHE),买,市价单,2800股,3.92,10976,2800股,-,0,5,全部成交,2024-05-07 09:40:02
2024-05-07,09:40:02,股票,建艺集团(002789.XSHE),买,市价单,1100股,9.17,10087,1100股,-,0,5,全部成交,2024-05-07 09:40:02
2024-05-15,10:35:00,基金,恒生股息(513690.XSHG),卖,市价单,-41000股,0.846,-34686,-41000股,-,2132,5,全部成交,2024-05-15 10:35:00
2024-05-15,10:35:05,基金,科技HK(513020.XSHG),买,市价单,48000股,0.723,34704,48000股,-,0,5,全部成交,2024-05-15 10:35:05
2024-05-16,10:35:00,基金,科技HK(513020.XSHG),卖,市价单,-48000股,0.722,-34656,-48000股,-,-48,5,全部成交,2024-05-16 10:35:00
2024-05-16,10:35:05,基金,恒生股息(513690.XSHG),买,市价单,40900股,0.864,35337.6,40900股,-,0,5,全部成交,2024-05-16 10:35:05
2024-05-17,10:35:00,基金,恒生股息(513690.XSHG),卖,市价单,-40900股,0.872,-35664.8,-40900股,-,327.2,5,全部成交,2024-05-17 10:35:00
2024-05-17,10:35:05,基金,豆粕ETF(159985.XSHE),买,市价单,15200股,2.306,35051.2,15200股,-,0,5,全部成交,2024-05-17 10:35:05
2024-05-17,14:00:00,股票,建艺集团(002789.XSHE),卖,市价单,-1100股,12.09,-13299,-1100股,-,3212,11.65,全部成交,2024-05-17 14:00:00
2024-05-21,09:40:02,股票,中设股份(002883.XSHE),买,市价单,600股,10.09,6054,600股,-,0,5,全部成交,2024-05-21 09:40:02
2024-05-21,09:40:02,股票,名雕股份(002830.XSHE),买,市价单,500股,12.08,6040,500股,-,0,5,全部成交,2024-05-21 09:40:02
2024-05-27,10:35:00,基金,豆粕ETF(159985.XSHE),卖,市价单,-15200股,2.323,-35309.6,-15200股,-,258.4,5,全部成交,2024-05-27 10:35:00
2024-05-27,10:35:05,基金,纳指ETF(513100.XSHG),买,市价单,25500股,1.372,34986,25500股,-,0,5,全部成交,2024-05-27 10:35:05
2024-05-28,09:40:00,股票,中设股份(002883.XSHE),卖,市价单,-600股,9.65,-5790,-600股,-,-264,7.9,全部成交,2024-05-28 09:40:00
2024-05-28,09:40:00,股票,名雕股份(002830.XSHE),卖,市价单,-500股,11.58,-5790,-500股,-,-250,7.9,全部成交,2024-05-28 09:40:00
2024-05-28,09:40:02,股票,易明医药(002826.XSHE),买,市价单,700股,8.98,6286,700股,-,0,5,全部成交,2024-05-28 09:40:02
2024-05-28,09:40:02,股票,海象新材(003011.XSHE),买,市价单,400股,15.23,6092,400股,-,0,5,全部成交,2024-05-28 09:40:02
2024-05-29,10:35:00,基金,纳指ETF(513100.XSHG),卖,市价单,-25500股,1.378,-35139,-25500股,-,153,5,全部成交,2024-05-29 10:35:00
2024-05-29,10:35:05,基金,恒生股息(513690.XSHG),买,市价单,40400股,0.88,35552,40400股,-,0,5,全部成交,2024-05-29 10:35:05
2024-05-30,14:00:00,股票,美芝股份(002856.XSHE),卖,市价单,-1400股,8.23,-11522,-1400股,-,532,10.76,全部成交,2024-05-30 14:00:00
2024-06-04,09:40:00,股票,易明医药(002826.XSHE),卖,市价单,-700股,8.53,-5971,-700股,-,-294.42,7.99,全部成交,2024-06-04 09:40:00
2024-06-04,09:40:02,股票,美芝股份(002856.XSHE),买,市价单,1000股,8.66,8660,1000股,-,0,5,全部成交,2024-06-04 09:40:02
2024-06-04,09:40:02,股票,中设股份(002883.XSHE),买,市价单,900股,9.55,8595,900股,-,0,5,全部成交,2024-06-04 09:40:02
2024-06-04,10:00:00,股票,华斯股份(002494.XSHE),卖,市价单,-2800股,3.45,-9660,-2800股,-,-1316,9.83,全部成交,2024-06-04 10:00:00
2024-06-05,10:35:00,基金,恒生股息(513690.XSHG),卖,市价单,-40400股,0.866,-34986.4,-40400股,-,-565.6,5,全部成交,2024-06-05 10:35:00
2024-06-05,10:35:05,基金,纳指ETF(513100.XSHG),买,市价单,24900股,1.368,34063.2,24900股,-,0,5,全部成交,2024-06-05 10:35:05
2024-06-06,10:00:00,股票,海象新材(003011.XSHE),卖,市价单,-400股,13.01,-5204,-400股,-,-650.32,7.6,全部成交,2024-06-06 10:00:00
2024-06-06,10:00:00,股票,中设股份(002883.XSHE),卖,市价单,-900股,8.6,-7740,-900股,-,-855,8.87,全部成交,2024-06-06 10:00:00
2024-06-12,09:40:02,股票,华斯股份(002494.XSHE),买,市价单,2500股,3.23,8075,2500股,-,0,5,全部成交,2024-06-12 09:40:02
2024-06-12,09:40:02,股票,名雕股份(002830.XSHE),买,市价单,800股,10.1,8080,800股,-,0,5,全部成交,2024-06-12 09:40:02
2024-06-12,09:40:02,股票,中设股份(002883.XSHE),买,市价单,900股,8.66,7794,900股,-,0,5,全部成交,2024-06-12 09:40:02
2024-06-17,10:35:00,基金,纳指ETF(513100.XSHG),卖,市价单,-24900股,1.44,-35856,-24900股,-,1792.8,5,全部成交,2024-06-17 10:35:00
2024-06-17,10:35:05,基金,半导体(512480.XSHG),买,市价单,47900股,0.744,35637.6,47900股,-,0,5,全部成交,2024-06-17 10:35:05
2024-06-18,09:40:00,股票,美芝股份(002856.XSHE),卖,市价单,-1000股,11.1,-11100,-1000股,-,2440,10.55,全部成交,2024-06-18 09:40:00
2024-06-18,09:40:02,股票,青岛金王(002094.XSHE),买,市价单,6300股,1.92,12096,6300股,-,0,5,全部成交,2024-06-18 09:40:02
2024-06-25,09:40:00,股票,中设股份(002883.XSHE),卖,市价单,-900股,8.57,-7713,-900股,-,-81,8.86,全部成交,2024-06-25 09:40:00
2024-06-26,10:35:00,基金,半导体(512480.XSHG),卖,市价单,-47900股,0.7,-33530,-47900股,-,-2107.6,5,全部成交,2024-06-26 10:35:00
2024-06-26,10:35:05,基金,纳指ETF(513100.XSHG),买,市价单,23300股,1.45,33785,23300股,-,0,5,全部成交,2024-06-26 10:35:05
2024-07-02,09:40:00,股票,名雕股份(002830.XSHE),卖,市价单,-800股,10.1,-8080,-800股,-,0,9.04,全部成交,2024-07-02 09:40:00
2024-07-02,09:40:02,股票,美芝股份(002856.XSHE),买,市价单,800股,9.27,7416,800股,-,0,5,全部成交,2024-07-02 09:40:02
2024-07-02,09:40:02,股票,精艺股份(002295.XSHE),买,市价单,1400股,5.37,7518,1400股,-,0,5,全部成交,2024-07-02 09:40:02
2024-07-09,10:00:00,股票,美芝股份(002856.XSHE),卖,市价单,-800股,8.14,-6512,-800股,-,-904,8.26,全部成交,2024-07-09 10:00:00
2024-07-09,14:00:00,股票,青岛金王(002094.XSHE),卖,市价单,-6300股,2.07,-13041,-6300股,-,945,11.52,全部成交,2024-07-09 14:00:00
2024-07-10,10:00:00,股票,华斯股份(002494.XSHE),卖,市价单,-2500股,2.93,-7325,-2500股,-,-750,8.66,全部成交,2024-07-10 10:00:00
2024-07-10,10:35:00,基金,纳指ETF(513100.XSHG),卖,市价单,-23300股,1.548,-36068.4,-23300股,-,2283.4,5,全部成交,2024-07-10 10:35:00
2024-07-10,10:35:05,基金,日经ETF(513520.XSHG),买,市价单,22600股,1.56,35256,22600股,-,0,5,全部成交,2024-07-10 10:35:05
2024-07-12,10:35:00,基金,日经ETF(513520.XSHG),卖,市价单,-22600股,1.524,-34442.4,-22600股,-,-813.6,5,全部成交,2024-07-12 10:35:00
2024-07-12,10:35:05,基金,南方原油(501018.XSHG),买,市价单,26200股,1.336,35003.2,26200股,-,0,5,全部成交,2024-07-12 10:35:05
2024-07-16,09:40:00,股票,精艺股份(002295.XSHE),卖,市价单,-1400股,5.13,-7182,-1400股,-,-336,8.59,全部成交,2024-07-16 09:40:00
2024-07-16,09:40:02,股票,华斯股份(002494.XSHE),买,市价单,2800股,3.08,8624,2800股,-,0,5,全部成交,2024-07-16 09:40:02
2024-07-16,09:40:02,股票,海象新材(003011.XSHE),买,市价单,700股,12.05,8435,700股,-,0,5,全部成交,2024-07-16 09:40:02
2024-07-16,09:40:02,股票,名雕股份(002830.XSHE),买,市价单,900股,9.32,8388,900股,-,0,5,全部成交,2024-07-16 09:40:02
2024-07-16,09:40:02,股票,弘宇股份(002890.XSHE),买,市价单,1100股,7.49,8239,1100股,-,0,5,全部成交,2024-07-16 09:40:02
2024-07-17,10:35:00,基金,南方原油(501018.XSHG),卖,市价单,-26200股,1.314,-34426.8,-26200股,-,-576.4,5,全部成交,2024-07-17 10:35:00
2024-07-17,10:35:05,基金,日经ETF(513520.XSHG),买,市价单,22100股,1.543,34100.3,22100股,-,0,5,全部成交,2024-07-17 10:35:05
2024-07-23,09:40:00,股票,弘宇股份(002890.XSHE),卖,市价单,-1100股,7.61,-8371,-1100股,-,132,9.19,全部成交,2024-07-23 09:40:00
2024-07-23,09:40:02,股票,精艺股份(002295.XSHE),买,市价单,1600股,5.08,8128,1600股,-,0,5,全部成交,2024-07-23 09:40:02
2024-07-25,10:35:00,基金,日经ETF(513520.XSHG),卖,市价单,-22100股,1.424,-31470.4,-22100股,-,-2629.9,5,全部成交,2024-07-25 10:35:00
2024-07-25,10:35:05,基金,黄金ETF(518880.XSHG),买,市价单,6000股,5.353,32118,6000股,-,0,5,全部成交,2024-07-25 10:35:05
2024-07-26,10:35:00,基金,黄金ETF(518880.XSHG),卖,市价单,-6000股,5.347,-32082,-6000股,-,-36,5,全部成交,2024-07-26 10:35:00
2024-07-26,10:35:05,基金,半导体(512480.XSHG),买,市价单,46000股,0.712,32752,46000股,-,0,5,全部成交,2024-07-26 10:35:05
2024-08-02,10:35:00,基金,半导体(512480.XSHG),卖,市价单,-46000股,0.738,-33948,-46000股,-,1196,5,全部成交,2024-08-02 10:35:00
2024-08-02,10:35:05,基金,30年国债(511090.XSHG),买,市价单,200股,116.616,23323.2,200股,-,0,5,全部成交,2024-08-02 10:35:05
2024-08-05,10:35:00,基金,30年国债(511090.XSHG),卖,市价单,-200股,117,-23400,-200股,-,76.8,5,全部成交,2024-08-05 10:35:00
2024-08-05,10:35:05,基金,半导体(512480.XSHG),买,市价单,48500股,0.709,34386.5,48500股,-,0,5,全部成交,2024-08-05 10:35:05
2024-08-06,10:35:00,基金,半导体(512480.XSHG),卖,市价单,-48500股,0.696,-33756,-48500股,-,-630.5,5,全部成交,2024-08-06 10:35:00
2024-08-06,10:35:05,基金,半导体(512480.XSHG),买,市价单,48500股,0.696,33756,48500股,-,0,5,全部成交,2024-08-06 10:35:05
2024-08-07,10:35:00,基金,半导体(512480.XSHG),卖,市价单,-48500股,0.7,-33950,-48500股,-,194,5,全部成交,2024-08-07 10:35:00
2024-08-07,10:35:05,基金,金融科技ETF(159851.XSHE),买,市价单,45200股,0.752,33990.4,45200股,-,0,5,全部成交,2024-08-07 10:35:05
2024-08-12,10:35:00,基金,金融科技ETF(159851.XSHE),卖,市价单,-45200股,0.732,-33086.4,-45200股,-,-904,5,全部成交,2024-08-12 10:35:00
2024-08-12,10:35:05,基金,30年国债(511090.XSHG),买,市价单,200股,114.978,22995.6,200股,-,0,5,全部成交,2024-08-12 10:35:05
2024-08-15,10:35:00,基金,30年国债(511090.XSHG),卖,市价单,-200股,116.054,-23210.8,-200股,-,215.2,5,全部成交,2024-08-15 10:35:00
2024-08-20,09:40:00,股票,名雕股份(002830.XSHE),卖,市价单,-900股,9.76,-8784,-900股,-,396,9.39,全部成交,2024-08-20 09:40:00
2024-08-20,09:40:02,股票,大洋生物(003017.XSHE),买,市价单,500股,15.48,7740,500股,-,0,5,全部成交,2024-08-20 09:40:02
2024-08-20,10:35:05,基金,30年国债(511090.XSHG),买,市价单,200股,116.5,23300,200股,-,0,5,全部成交,2024-08-20 10:35:05
2024-08-26,10:35:00,基金,30年国债(511090.XSHG),卖,市价单,-200股,115.504,-23100.8,-200股,-,100.8,5,全部成交,2024-08-26 10:35:00
2024-08-26,10:35:05,基金,日经ETF(513520.XSHG),买,市价单,22100股,1.496,33061.6,22100股,-,0,5,全部成交,2024-08-26 10:35:05
2024-08-27,09:40:00,股票,华斯股份(002494.XSHE),卖,市价单,-2800股,2.95,-8260,-2800股,-,-364,9.13,全部成交,2024-08-27 09:40:00
2024-08-27,09:40:02,股票,名雕股份(002830.XSHE),买,市价单,900股,9.6,8640,900股,-,0,5,全部成交,2024-08-27 09:40:02
2024-08-27,10:35:00,基金,日经ETF(513520.XSHG),卖,市价单,-22100股,1.482,-32752.2,-22100股,-,-309.4,5,全部成交,2024-08-27 10:35:00
2024-08-27,10:35:05,基金,黄金ETF(518880.XSHG),买,市价单,5900股,5.522,32579.8,5900股,-,0,5,全部成交,2024-08-27 10:35:05
2024-08-28,10:35:00,基金,黄金ETF(518880.XSHG),卖,市价单,-5900股,5.542,-32697.8,-5900股,-,118,5,全部成交,2024-08-28 10:35:00
2024-08-28,10:35:05,基金,日经ETF(513520.XSHG),买,市价单,22300股,1.492,33271.6,22300股,-,0,5,全部成交,2024-08-28 10:35:05
2024-08-30,10:35:00,基金,日经ETF(513520.XSHG),卖,市价单,-22300股,1.488,-33182.4,-22300股,-,-89.2,5,全部成交,2024-08-30 10:35:00
2024-08-30,10:35:05,基金,德国ETF(513030.XSHG),买,市价单,23600股,1.418,33464.8,23600股,-,0,5,全部成交,2024-08-30 10:35:05
2024-09-03,09:40:00,股票,海象新材(003011.XSHE),卖,市价单,-700股,12.13,-8491,-700股,-,56,9.25,全部成交,2024-09-03 09:40:00
2024-09-03,09:40:00,股票,大洋生物(003017.XSHE),卖,市价单,-500股,15.91,-7955,-500股,-,215,8.98,全部成交,2024-09-03 09:40:00
2024-09-03,09:40:02,股票,皓宸医疗(002622.XSHE),买,市价单,5600股,1.48,8288,5600股,-,0,5,全部成交,2024-09-03 09:40:02
2024-09-03,09:40:02,股票,中设股份(002883.XSHE),买,市价单,900股,8.46,7614,900股,-,0,5,全部成交,2024-09-03 09:40:02
2024-09-11,10:35:00,基金,德国ETF(513030.XSHG),卖,市价单,-23600股,1.368,-32284.8,-23600股,-,-1180,5,全部成交,2024-09-11 10:35:00
2024-09-11,10:35:05,基金,科技HK(513020.XSHG),买,市价单,49900股,0.66,32934,49900股,-,0,5,全部成交,2024-09-11 10:35:05
2024-09-11,14:00:00,股票,皓宸医疗(002622.XSHE),卖,市价单,-5600股,1.62,-9072,-5600股,-,784,9.54,全部成交,2024-09-11 14:00:00
2024-09-13,10:35:00,基金,科技HK(513020.XSHG),卖,市价单,-49900股,0.669,-33383.1,-49900股,-,449.1,5,全部成交,2024-09-13 10:35:00
2024-09-13,10:35:05,基金,豆粕ETF(159985.XSHE),买,市价单,17100股,1.944,33242.4,17100股,-,0,5,全部成交,2024-09-13 10:35:05
