日期,委托时间,品种,标的,交易类型,下单类型,成交数量,成交价,成交额,委托数量,委托价格,平仓盈亏,手续费,状态,最后更新时间
2025-10-29,10:35:00,基金,日经ETF(513520.XSHG),卖,市价单,-25500股,1.993,-50821.5,-25500股,-,1606.5,5,全部成交,2025-10-29 10:35:00
2025-10-29,10:35:05,基金,资源ETF(510410.XSHG),买,市价单,28800股,1.726,49708.8,28800股,-,0,5,全部成交,2025-10-29 10:35:05
2025-10-31,10:35:00,基金,资源ETF(510410.XSHG),卖,市价单,-28800股,1.738,-50054.4,-28800股,-,345.6,5,全部成交,2025-10-31 10:35:00
2025-10-31,10:35:05,基金,纳指ETF(513100.XSHG),买,市价单,24900股,1.99,49551,24900股,-,0,5,全部成交,2025-10-31 10:35:05
2025-11-07,10:35:00,基金,纳指ETF(513100.XSHG),卖,市价单,-24900股,1.918,-47758.2,-24900股,-,-1792.8,5,全部成交,2025-11-07 10:35:00
2025-11-07,10:35:05,基金,日经ETF(513520.XSHG),买,市价单,25800股,1.914,49381.2,25800股,-,0,5,全部成交,2025-11-07 10:35:05
2025-11-13,10:35:00,基金,日经ETF(513520.XSHG),卖,市价单,-25800股,1.955,-50439,-25800股,-,1057.8,5,全部成交,2025-11-13 10:35:00
2025-11-13,10:35:05,基金,恒生股息(513690.XSHG),买,市价单,42700股,1.184,50556.8,42700股,-,0,5,全部成交,2025-11-13 10:35:05
2025-11-14,14:00:00,股票,三夫户外(002780.XSHE),卖,市价单,-500股,17.98,-8990,-500股,-,2080,9.5,全部成交,2025-11-14 14:00:00
2025-11-18,10:35:00,基金,恒生股息(513690.XSHG),卖,市价单,-42700股,1.148,-49019.6,-42700股,-,-1537.2,5,全部成交,2025-11-18 10:35:00
2025-11-18,10:35:05,基金,新能源车龙头ETF(159637.XSHE),买,市价单,53300股,0.953,50794.9,53300股,-,0,5,全部成交,2025-11-18 10:35:05
2025-11-19,10:35:00,基金,新能源车龙头ETF(159637.XSHE),卖,市价单,-53300股,0.95,-50635,-53300股,-,-159.9,5,全部成交,2025-11-19 10:35:00
2025-11-19,10:35:05,基金,恒生股息(513690.XSHG),买,市价单,44000股,1.15,50600,44000股,-,0,5,全部成交,2025-11-19 10:35:05
2025-11-20,10:35:00,基金,恒生股息(513690.XSHG),卖,市价单,-44000股,1.142,-50248,-44000股,-,-352,5,全部成交,2025-11-20 10:35:00
2025-11-20,10:35:05,基金,豆粕ETF(159985.XSHE),买,市价单,25300股,1.976,49992.8,25300股,-,0,5,全部成交,2025-11-20 10:35:05
